sto_raw,U_raw,U_target
0.0,0.8633,0.8613978956876802
1.96773e-05,0.8623,0.8604364380695956
3.95574e-05,0.8613,0.859474980451511
5.96422e-05,0.8603,0.8585135228334265
7.99337e-05,0.8593,0.8575520652153419
0.000100434,0.8583,0.8565906075972574
0.000121145,0.8573,0.8556291499791727
0.000142068,0.8563,0.8546676923610882
0.000163206,0.8553,0.8537062347430037
0.000184561,0.8543,0.852744777124919
0.000206135,0.8533,0.8517833195068345
0.000227929,0.8523,0.85082186188875
0.000249958,0.8513,0.8498604042706653
0.000272218,0.8503,0.8488989466525808
0.000294705,0.8493,0.8479374890344963
0.000317421,0.8483,0.8469760314164118
0.00034037,0.8473,0.8460145737983272
0.000363552,0.8463,0.8450531161802426
0.00038697,0.8453,0.8440916585621581
0.000410627,0.8443,0.8431302009440735
0.000434524,0.8433,0.8421687433259889
0.000458664,0.8423,0.8412072857079044
0.000483048,0.8413,0.8402458280898197
0.000507687,0.8403,0.8392843704717352
0.000532588,0.8393,0.8383229128536507
0.00055774,0.8383,0.837361455235566
0.000583147,0.8373,0.8363999976174815
0.000608811,0.8363,0.835438539999397
0.000634735,0.8353,0.8344770823813124
0.000660919,0.8343,0.8335156247632278
0.000687368,0.8333,0.8325541671451432
0.000714083,0.8323,0.8315927095270587
0.000741066,0.8313,0.8306312519089741
0.000768321,0.8303,0.8296697942908895
0.000795851,0.8293,0.828708336672805
0.000823676,0.8283,0.8277468790547204
0.00085178,0.8273,0.8267854214366358
0.000880166,0.8263,0.8258239638185513
0.000908836,0.8253,0.8248625062004666
0.000937793,0.8243,0.8239010485823821
0.000967038,0.8233,0.8229395909642976
0.000996575,0.8223,0.821978133346213
0.001026406,0.8213,0.8210166757281284
0.001056535,0.8203,0.8200552181100439
0.001086962,0.8193,0.8190937604919593
0.001117692,0.8183,0.8181323028738747
0.001148744,0.8173,0.8171708452557902
0.001180109,0.8163,0.8162093876377056
0.001211785,0.8153,0.815247930019621
0.001243774,0.8143,0.8142864724015364
0.001276079,0.8133,0.8133250147834519
0.001308703,0.8123,0.8123635571653673
0.001341649,0.8113,0.8114020995472827
0.001374918,0.8103,0.8104406419291982
0.001408515,0.8093,0.8094791843111137
0.001442441,0.8083,0.808517726693029
0.0014767,0.8073,0.8075562690749445
0.001511305,0.8063,0.8065948114568599
0.001546264,0.8053,0.8056333538387753
0.001581564,0.8043,0.8046718962206908
