crate_c,crate_label,reference_crate_c,reference_crate_label,mean_absolute_error_percentage_5params_vs_C100
0.3333333333333333,C/3,0.01,C/100,3.703668216752414
0.2,C/5,0.01,C/100,3.7416819891463495
0.1,C/10,0.01,C/100,3.38849671117474
0.05,C/20,0.01,C/100,0.54331337899908
0.01,C/100,0.01,C/100,0.0
