Q_exp,V_fit,dqdv_fit,dvdq_fit,V_fit_anode,dqdv_fit_anode,dvdq_fit_anode,V_fit_cathode,dqdv_fit_cathode,dvdq_fit_cathode,dqdv_fit_si,dqdv_fit_gr,SoCs,Q_si,Q_gr,x_si,x_gr
4.598442714126808,,,,,,,,,,,,2.882845188284519,,,,
4.591768631813126,,,,,,,,,,,,2.878661087866109,,,,
4.585094549499444,,,,,,,,,,,,2.8744769874476988,,,,
4.578420467185762,,,,,,,,,,,,2.8702928870292883,,,,
4.57174638487208,,,,,,,,,,,,2.8661087866108788,,,,
4.565072302558399,,,,,,,,,,,,2.8619246861924688,,,,
4.558398220244717,,,,,,,,,,,,2.857740585774059,,,,
4.551724137931035,,,,,,,,,,,,2.8535564853556488,,,,
4.545050055617352,,,,,,,,,,,,2.8493723849372383,,,,
4.538375973303671,,,,,,,,,,,,2.8451882845188283,,,,
4.531701890989989,,,,,,,,,,,,2.8410041841004188,,,,
4.525027808676308,,,,,,,,,,,,2.8368200836820088,,,,
4.5183537263626254,,,,,,,,,,,,2.8326359832635983,,,,
4.511679644048943,,,,,,,,,,,,2.8284518828451883,,,,
4.505005561735262,,,,,,,,,,,,2.8242677824267783,,,,
4.49833147942158,,,,,,,,,,,,2.8200836820083683,,,,
4.491657397107899,,,,,,,,,,,,2.815899581589959,,,,
4.484983314794216,,,,,,,,,,,,2.8117154811715483,,,,
4.478309232480534,,,,,,,,,,,,2.807531380753138,,,,
4.471635150166852,,,,,,,,,,,,2.8033472803347284,,,,
4.464961067853171,,,,,,,,,,,,2.7991631799163184,,,,
4.458286985539488,,,,,,,,,,,,2.794979079497908,,,,
4.451612903225807,,,,,,,,,,,,2.7907949790794984,,,,
4.4449388209121246,,,,,,,,,,,,2.786610878661088,,,,
4.438264738598443,,,,,,,,,,,,2.782426778242678,,,,
4.431590656284762,,,,,,,,,,,,2.7782426778242684,,,,
4.424916573971079,,,,,,,,,,,,2.774058577405858,,,,
4.418242491657397,,,,,,,,,,,,2.7698744769874475,,,,
4.411568409343715,,,,,,,,,,,,2.7656903765690375,,,,
4.404894327030034,,,,,,,,,,,,2.761506276150628,,,,
4.398220244716352,,,,,,,,,,,,2.757322175732218,,,,
4.39154616240267,,,,,,,,,,,,2.7531380753138075,,,,
4.3848720800889875,,,,,,,,,,,,2.7489539748953975,,,,
4.378197997775306,,,,,,,,,,,,2.7447698744769875,,,,
