Q_exp,V_fit,dqdv_fit,dvdq_fit,V_fit_anode,dqdv_fit_anode,dvdq_fit_anode,V_fit_cathode,dqdv_fit_cathode,dvdq_fit_cathode,dqdv_fit_si,dqdv_fit_gr,SoCs,Q_si,Q_gr,x_si,x_gr
4.705228031145718,,,,,,,,,,,,2.6806083650190113,,,,
4.698553948832036,,,,,,,,,,,,2.6768060836501895,,,,
4.691879866518354,,,,,,,,,,,,2.6730038022813685,,,,
4.685205784204673,,,,,,,,,,,,2.6692015209125475,,,,
4.678531701890991,,,,,,,,,,,,2.6653992395437265,,,,
4.671857619577309,,,,,,,,,,,,2.6615969581749046,,,,
4.665183537263626,,,,,,,,,,,,2.657794676806083,,,,
4.658509454949945,,,,,,,,,,,,2.653992395437262,,,,
4.651835372636263,,,,,,,,,,,,2.650190114068441,,,,
4.645161290322581,,,,,,,,,,,,2.6463878326996193,,,,
4.6384872080088995,,,,,,,,,,,,2.6425855513307983,,,,
4.631813125695217,,,,,,,,,,,,2.638783269961977,,,,
4.625139043381536,,,,,,,,,,,,2.6349809885931554,,,,
4.618464961067854,,,,,,,,,,,,2.6311787072243344,,,,
4.611790878754172,,,,,,,,,,,,2.627376425855513,,,,
4.605116796440489,,,,,,,,,,,,2.6235741444866916,,,,
4.598442714126808,,,,,,,,,,,,2.61977186311787,,,,
4.591768631813126,,,,,,,,,,,,2.615969581749049,,,,
4.585094549499445,,,,,,,,,,,,2.612167300380228,,,,
4.5784204671857625,,,,,,,,,,,,2.6083650190114067,,,,
4.57174638487208,,,,,,,,,,,,2.604562737642585,,,,
4.565072302558399,,,,,,,,,,,,2.600760456273764,,,,
4.558398220244717,,,,,,,,,,,,2.596958174904943,,,,
4.551724137931036,,,,,,,,,,,,2.593155893536122,,,,
4.545050055617353,,,,,,,,,,,,2.5893536121673,,,,
4.538375973303671,,,,,,,,,,,,2.5855513307984785,,,,
4.531701890989989,,,,,,,,,,,,2.5817490494296575,,,,
4.525027808676308,,,,,,,,,,,,2.5779467680608366,,,,
4.5183537263626254,,,,,,,,,,,,2.5741444866920147,,,,
4.511679644048944,,,,,,,,,,,,2.5703422053231937,,,,
4.505005561735262,,,,,,,,,,,,2.5665399239543722,,,,
4.49833147942158,,,,,,,,,,,,2.5627376425855513,,,,
4.491657397107899,,,,,,,,,,,,2.55893536121673,,,,
4.484983314794216,,,,,,,,,,,,2.5551330798479084,,,,
4.478309232480534,,,,,,,,,,,,2.551330798479087,,,,
4.471635150166852,,,,,,,,,,,,2.547528517110266,,,,
4.464961067853171,,,,,,,,,,,,2.5437262357414445,,,,
4.458286985539489,,,,,,,,,,,,2.5399239543726235,,,,
4.451612903225807,,,,,,,,,,,,2.536121673003802,,,,
4.4449388209121246,,,,,,,,,,,,2.5323193916349807,,,,
4.438264738598443,,,,,,,,,,,,2.528517110266159,,,,
4.431590656284762,,,,,,,,,,,,2.5247148288973382,,,,
4.42491657397108,,,,,,,,,,,,2.5209125475285172,,,,
4.418242491657398,,,,,,,,,,,,2.517110266159696,,,,
4.411568409343715,,,,,,,,,,,,2.513307984790874,,,,
4.404894327030034,,,,,,,,,,,,2.509505703422053,,,,
4.398220244716352,,,,,,,,,,,,2.505703422053232,,,,
4.39154616240267,,,,,,,,,,,,2.5019011406844105,,,,
4.384872080088988,,,,,,,,,,,,2.498098859315589,,,,
4.378197997775306,,,,,,,,,,,,2.4942965779467676,,,,
4.3715239154616246,,,,,,,,,,,,2.4904942965779466,,,,
4.364849833147943,,,,,,,,,,,,2.4866920152091256,,,,
4.358175750834261,,,,,,,,,,,,2.4828897338403038,,,,
4.351501668520578,,,,,,,,,,,,2.4790874524714823,,,,
4.344827586206897,,,,,,,,,,,,2.4752851711026613,,,,
4.338153503893215,,,,,,,,,,,,2.4714828897338403,,,,
4.331479421579534,,,,,,,,,,,,2.467680608365019,,,,
4.324805339265851,,,,,,,,,,,,2.4638783269961975,,,,
4.318131256952169,,,,,,,,,,,,2.460076045627376,,,,
4.3114571746384875,,,,,,,,,,,,2.4562737642585546,,,,
4.304783092324806,,,,,,,,,,,,2.4524714828897336,,,,
4.2981090100111246,,,,,,,,,,,,2.4486692015209126,,,,
4.291434927697442,,,,,,,,,,,,2.444866920152091,,,,
4.28476084538376,,,,,,,,,,,,2.4410646387832693,,,,
4.278086763070078,,,,,,,,,,,,2.4372623574144483,,,,
4.271412680756397,,,,,,,,,,,,2.4334600760456273,,,,
4.264738598442714,,,,,,,,,,,,2.429657794676806,,,,
4.258064516129033,,,,,,,,,,,,2.4258555133079844,,,,
4.2513904338153505,,,,,,,,,,,,2.422053231939163,,,,
4.244716351501669,,,,,,,,,,,,2.418250950570342,,,,
4.2380422691879875,,,,,,,,,,,,2.414448669201521,,,,
4.231368186874305,,,,,,,,,,,,2.410646387832699,,,,
4.224694104560623,,,,,,,,,,,,2.4068441064638777,,,,
4.218020022246941,,,,,,,,,,,,2.4030418250950567,,,,
4.21134593993326,,,,,,,,,,,,2.3992395437262357,,,,
4.204671857619578,,,,,,,,,,,,2.3954372623574147,,,,
4.197997775305896,,,,,,,,,,,,2.391634980988593,,,,
4.1913236929922135,,,,,,,,,,,,2.3878326996197714,,,,
4.184649610678532,,,,,,,,,,,,2.3840304182509504,,,,
4.1779755283648505,,,,,,,,,,,,2.380228136882129,,,,
4.171301446051169,,,,,,,,,,,,2.376425855513308,,,,
4.164627363737487,,,,,,,,,,,,2.3726235741444865,,,,
4.157953281423804,,,,,,,,,,,,2.368821292775665,,,,
4.151279199110123,,,,,,,,,,,,2.3650190114068437,,,,
4.144605116796441,,,,,,,,,,,,2.3612167300380227,,,,
4.137931034482759,,,,,,,,,,,,2.3574144486692012,,,,
4.131256952169077,,,,,,,,,,,,2.3536121673003803,,,,
4.124582869855395,,,,,,,,,,,,2.3498098859315584,,,,
4.1179087875417135,,,,,,,,,,,,2.3460076045627374,,,,
4.111234705228032,,,,,,,,,,,,2.3422053231939164,,,,
4.10456062291435,,,,,,,,,,,,2.338403041825095,,,,
4.097886540600668,,,,,,,,,,,,2.3346007604562735,,,,
4.091212458286986,,,,,,,,,,,,2.330798479087452,,,,
4.084538375973304,,,,,,,,,,,,2.326996197718631,,,,
4.077864293659623,,,,,,,,,,,,2.32319391634981,,,,
4.07119021134594,,,,,,,,,,,,2.319391634980988,,,,
4.064516129032258,,,,,,,,,,,,2.315589353612167,,,,
4.0578420467185765,,,,,,,,,,,,2.311787072243346,,,,
4.051167964404895,,,,,,,,,,,,2.307984790874525,,,,
4.0444938820912135,,,,,,,,,,,,2.3041825095057034,,,,
4.037819799777531,,,,,,,,,,,,2.300380228136882,,,,
4.031145717463849,,,,,,,,,,,,2.2965779467680605,,,,
4.024471635150167,,,,,,,,,,,,2.2927756653992395,,,,
4.017797552836486,,,,,,,,,,,,2.288973384030418,,,,
4.011123470522803,,,,,,,,,,,,2.2851711026615966,,,,
4.004449388209122,,,,,,,,,,,,2.2813688212927756,,,,
3.99777530589544,,,,,,,,,,,,2.277566539923954,,,,
3.991101223581758,,,,,,,,,,,,2.2737642585551328,,,,
3.984427141268076,,,,,,,,,,,,2.2699619771863118,,,,
3.977753058954394,,,,,,,,,,,,2.2661596958174903,,,,
3.9710789766407126,,,,,,,,,,,,2.2623574144486693,,,,
