sto_common,p_si_original,p_si_reconstructed_deformed,si_scale_a,si_shift_b,dUdx_si_original,dUdx_si_reconstructed_deformed,x_anode_common,p_anode_reconstructed,dUdx_anode_reconstructed
0.0,1.0,1.0,0.515796598,0.08,-177.67052081056616,-503.27550203810165,2.423125573639835e-06,1.0000000000000002,-80.7914393213041
0.001001001001001001,0.8221516308202541,0.496220718680579,0.515796598,0.08,-103.3559775420618,-258.7351386161994,0.0010034217010235161,0.9191278843308297,-80.44258589777672
0.002002002002002002,0.7930811260419184,0.4820117345021033,0.515796598,0.08,-25.849677990515602,-12.732908740715715,0.002004420276473392,0.8389541722216426,-75.01372739616187
0.003003003003003003,0.7704005237321347,0.47072940989035733,0.515796598,0.08,-20.680644351403828,-10.33961628034038,0.003005418851923268,0.768950615805343,-60.46713118097165
0.004004004004004004,0.7516784346477164,0.46131180200892935,0.515796598,0.08,-17.360018854395946,-8.76479119540403,0.004006417427373145,0.7178991478742558,-43.03019181476293
0.005005005005005005,0.7356457312308416,0.45318228037002894,0.515796598,0.08,-15.045854006761715,-7.6356092322292,0.005007416002823021,0.6828042943895177,-31.853788746362
0.006006006006006006,0.7215566048043497,0.4460252970395015,0.515796598,0.08,-13.34220781636185,-6.7977103623979644,0.006008414578272897,0.6541279535586764,-27.750158735678326
0.007007007007007007,0.7089346044713585,0.4395732506154785,0.515796598,0.08,-12.037599881106985,-6.170740249115568,0.007009413153722773,0.6272485556636739,-26.108136522324628
0.008008008008008008,0.6974573057430744,0.43367146270693785,0.515796598,0.08,-11.008472629544826,-5.674320929285869,0.00801041172917265,0.6018595386256806,-24.511981017265953
0.009009009009009009,0.6868956202280254,0.4282132487550463,0.515796598,0.08,-10.178196972223645,-5.271186093030337,0.009011410304622526,0.5781756395041986,-22.728341792141407
0.01001001001001001,0.677080535027912,0.423118537595766,0.515796598,0.08,-9.496070479061075,-4.936089683612835,0.010012408880072403,0.5563574631131378,-21.079907955846693
0.011011011011011011,0.6678844681177931,0.41833118732639196,0.515796598,0.08,-8.927552196822944,-4.653119157476908,0.011013407455522279,0.5359737238353645,-19.75890944888141
0.012012012012012012,0.6592075576568951,0.41380298372694335,0.515796598,0.08,-8.447749079156267,-4.417966958078409,0.012014406030972154,0.516800182691591,-18.492951807577953
0.013013013013013013,0.6509720575489116,0.4094864086315403,0.515796598,0.08,-8.03919098528604,-4.221713012854309,0.01301540460642203,0.4989508870048669,-15.700676253037102
0.014014014014014014,0.643113081209876,0.4053511058233311,0.515796598,0.08,-7.689034459625191,-4.053423341159572,0.014016403181871907,0.48536747356581134,-12.771500701484882
0.015015015015015015,0.6355785951672797,0.4013714469875772,0.515796598,0.08,-7.386462975835684,-3.908572215773347,0.015017401757321783,0.47338237898777996,-11.522929769625506
0.016016016016016016,0.6283253675445393,0.3975261364223835,0.515796598,0.08,-7.123856292648156,-3.780781497746659,0.01601840033277166,0.4622986009970031,-10.605227771235207
0.017017017017017015,0.6213166206074235,0.3938023148599563,0.515796598,0.08,-6.895661674795576,-3.670555990471854,0.017019398908221534,0.45215074320512416,-9.795604947703822
0.018018018018018018,0.61452023906647,0.39017767598099834,0.515796598,0.08,-6.696290372244391,-3.5781535336057004,0.018020397483671412,0.4426878278003605,-9.10433760002141
0.01901901901901902,0.6079106338762036,0.38663884432220713,0.515796598,0.08,-6.522129266989566,-3.49825144281499,0.019021396059121287,0.43392388526905185,-8.433787945854817
0.02002002002002002,0.6014629232166411,0.3831741695889764,0.515796598,0.08,-6.370086976115601,-3.429345963809709,0.020022394634571165,0.42580340836146635,-7.864580138781832
0.02102102102102102,0.5951577069970932,0.3797732868371026,0.515796598,0.08,-6.237137326262086,-3.3693658727301,0.02102339321002104,0.41817901823818787,-7.400088409681814
0.022022022022022022,0.588976161802703,0.37642869236629345,0.515796598,0.08,-6.121420285579973,-3.3174660218839733,0.02202439178547092,0.41098845244887705,-7.039117702676236
0.023023023023023025,0.5829026113302664,0.3731317132197173,0.515796598,0.08,-6.020687185833083,-3.274088397281872,0.023025390360920793,0.4040867246525821,-6.734759238491222
0.024024024024024024,0.5769227340032375,0.36987396084020363,0.515796598,0.08,-5.933489528848895,-3.2378571646970897,0.024026388936370668,0.39750548364142185,-6.484820329159277
0.025025025025025023,0.5710237534146531,0.3666495166937972,0.515796598,0.08,-5.858207243163463,-3.2070823241276116,0.025027387511820546,0.3911041328295084,-6.306162307539296
0.026026026026026026,0.5651945913742814,0.36345337560671487,0.515796598,0.08,-5.793501068572027,-3.1808162679435554,0.02602838608727042,0.3848805646686168,-6.1222248837188715
0.02702702702702703,0.5594251526767712,0.36028151615737364,0.515796598,0.08,-5.7378969965983515,-3.1575873464921074,0.0270293846627203,0.3788474560551356,-5.939683434049812
0.028028028028028028,0.5537073100998103,0.35713187941754154,0.515796598,0.08,-5.690228699169211,-3.136871762543933,0.028030383238170174,0.37298933535640266,-5.774027367936839
0.029029029029029027,0.5480333034291852,0.35400149260873714,0.515796598,0.08,-5.649122550844083,-3.1177810016717444,0.029031381813620052,0.3672878697153088,-5.631282318857757
0.03003003003003003,0.5423977554434658,0.3508900756103909,0.515796598,0.08,-5.612915127438782,-3.098181376184101,0.030032380389069926,0.36171552419813735,-5.510066698079129
0.031031031031031032,0.5367962361069855,0.3477989272910512,0.515796598,0.08,-5.580091601899937,-3.0765210644551075,0.031033378964519805,0.35625673188448675,-5.39466353952497
0.03203203203203203,0.5312264008851076,0.3447308742801504,0.515796598,0.08,-5.548716446682192,-3.050386053703761,0.03203437753996968,0.3509154231619455,-5.291161241679333
0.03303303303303303,0.5256876946721863,0.34169204830465727,0.515796598,0.08,-5.51669316144671,-3.0176481287383865,0.03303537611541956,0.3456638421536935,-5.189566271934467
0.03403403403403403,0.5201819701314606,0.3386895366850786,0.515796598,0.08,-5.481595559670893,-2.9771838578720065,0.03403637469086943,0.34052592627112727,-5.054604042332926
0.035035035035035036,0.5147135293875599,0.33573172026086945,0.515796598,0.08,-5.440926083743818,-2.9274609319398905,0.03503737326631931,0.3355445392620166,-4.924314497392288
0.036036036036036036,0.5092892252190606,0.3328287540385523,0.515796598,0.08,-5.391714240910005,-2.8671769991649967,0.03603837184176919,0.33066746267721353,-4.778780585255873
0.037037037037037035,0.5039193066830354,0.32999162616844707,0.515796598,0.08,-5.3313093492196515,-2.795717259091873,0.03703937041721907,0.32597743414555924,-4.603807387996255
0.03803803803803804,0.49861593322863085,0.3272317224888188,0.515796598,0.08,-5.257418992656341,-2.711067578749123,0.03804036899266894,0.32145065340315376,-4.453102843884295
0.03903903903903904,0.493393943334374,0.3245640634482286,0.515796598,0.08,-5.167542988252535,-2.6174182776298665,0.039041367568118816,0.31706233493943936,-4.260101975892098
0.04004004004004004,0.48827050182071785,0.32199164585692724,0.515796598,0.08,-5.060840598765395,-2.5192295719816684,0.040042366143568695,0.3129219413848754,-4.035014887359324
0.04104104104104104,0.48326213032383264,0.31952056080161867,0.515796598,0.08,-4.937387302874384,-2.4168186345875426,0.041043364719018566,0.30898424663110785,-3.8390546026047616
0.04204204204204204,0.4783858425557041,0.3171531701120072,0.515796598,0.08,-4.7974130376966855,-2.3137333612792474,0.042044363294468444,0.30523616500831213,-3.6658491669449234
0.043043043043043044,0.4736576998179334,0.3148884619802388,0.515796598,0.08,-4.644787221365533,-2.20975765164485,0.04304536186991832,0.30164522704325586,-3.5070491807280177
0.044044044044044044,0.4690869692396569,0.31272923086947496,0.515796598,0.08,-4.482217182416008,-2.1086929135122148,0.0440463604453682,0.2982150625404293,-3.3461524571155508
0.04504504504504504,0.46468429204532874,0.3106668545457799,0.515796598,0.08,-4.312923122679223,-2.0157068517859216,0.04504735902081807,0.2949462393576343,-3.212241031519227
0.04604604604604605,0.4604524885135724,0.3086937817167504,0.515796598,0.08,-4.143076977482849,-1.9292289583372622,0.04604835759626795,0.2917841651473245,-3.123165257663686
0.04704704704704705,0.4563898436419596,0.30680453430886845,0.515796598,0.08,-3.9735999770027206,-1.8496013592160807,0.04704935617171783,0.2886936714100025,-3.062712881013965
0.04804804804804805,0.45249733340445786,0.30499087609269415,0.515796598,0.08,-3.80838617208272,-1.7773461185115877,0.0480503547471677,0.28565262268551056,-3.0205186127436434
0.04904904904904905,0.4487654469010533,0.3032462838213578,0.515796598,0.08,-3.6531331877765467,-1.7107657860260588,0.04905135332261758,0.28264660175305006,-2.970808244227271
0.050050050050050046,0.4451837534489493,0.3015659195641135,0.515796598,0.08,-3.505326740035315,-1.6516565718135894,0.050052351898067456,0.27970507304469805,-2.9228984735802896
0.05105105105105105,0.4417477757498315,0.29993966405796724,0.515796598,0.08,-3.367643020500566,-1.6008590315443882,0.051053350473517334,0.27679496733657305,-2.8875875009496212
0.05205205205205205,0.4384417253798791,0.2983609965780386,0.515796598,0.08,-3.242423307486945,-1.5559810603111544,0.052054349048967205,0.2739241310948231,-2.852003762600276
0.05305305305305305,0.43525643779690465,0.2968245868601471,0.515796598,0.08,-3.127793456227664,-1.5165209966166913,0.05305534762441708,0.2710852639294919,-2.8122438890803494
0.05405405405405406,0.43217987661866253,0.2953249185067339,0.515796598,0.08,-3.023371909005533,-1.481977786471873,0.05405634619986696,0.26829402684124903,-2.7394320862240136
0.055055055055055056,0.42920364118227894,0.2938576643647079,0.515796598,0.08,-2.929209695833663,-1.4522037495603115,0.05505734477531684,0.26560092869778806,-2.645134552999508
0.056056056056056056,0.42631559294331983,0.29241760369279934,0.515796598,0.08,-2.8461714922644035,-1.427387789344209,0.05605834335076671,0.26299847500239754,-2.5413020573957112
0.057057057057057055,0.42350560015672456,0.29100003115280754,0.515796598,0.08,-2.772059085946296,-1.4067494025119913,0.05705934192621659,0.2605132492193062,-2.424161107030386
0.058058058058058054,0.4207659251035875,0.2896012885726552,0.515796598,0.08,-2.7063492879956073,-1.3896600485344663,0.05806034050166647,0.2581453113728007,-2.3025020820483917
0.05905905905905906,0.4180874834640406,0.2882179289535393,0.515796598,0.08,-2.6491088682913073,-1.3756676787408537,0.05906133907711634,0.25590364661110454,-2.1792098007424414
0.06006006006006006,0.41546240384574706,0.28684719912572654,0.515796598,0.08,-2.5992322547623985,-1.3642502137730617,0.06006233765256622,0.25378253956050156,-2.05963094551322
0.06106106106106106,0.4128838152863381,0.28548669729433396,0.515796598,0.08,-2.556334436017721,-1.3552829283253232,0.061063336228016095,0.2517802713262821,-1.9432295820739682
0.062062062062062065,0.4103446171870529,0.2841339199899401,0.515796598,0.08,-2.519489589358642,-1.3484578865608796,0.06206433480346597,0.24989219947364535,-1.829862316733454
0.06306306306306306,0.4078397920844189,0.28278708190582363,0.515796598,0.08,-2.4883720192031547,-1.3431226460685934,0.06306533337891584,0.24811689218164293,-1.7259412624437118
0.06406406406406406,0.40536289142288245,0.28144498576357657,0.515796598,0.08,-2.4626083193908244,-1.338752280039472,0.06406633195436572,0.24643686998361272,-1.6281480869928942
0.06506506506506507,0.40290964529885165,0.28010689716099985,0.515796598,0.08,-2.4414034617632865,-1.3347445557091646,0.06506733052981559,0.24485734435024029,-1.5356934514459226
0.06606606606606606,0.4004751968047377,0.2787728244908855,0.515796598,0.08,-2.424110251123011,-1.3306671212924925,0.06606832910526547,0.24336241606916253,-1.4560671522366704
0.06706706706706707,0.39805657172302983,0.2774428989201741,0.515796598,0.08,-2.4100807788691725,-1.3261115237227727,0.06706932768071534,0.2419423020599438,-1.382347292447804
0.06806806806806806,0.39565021026045505,0.2761179465655146,0.515796598,0.08,-2.399166039425296,-1.320471575764543,0.06807032625616521,0.24059496072812808,-1.3139747846522312
0.06906906906906907,0.39325343650896516,0.27479931218190673,0.515796598,0.08,-2.3904003383233317,-1.3131705231380693,0.0690713248316151,0.23931172828471586,-1.253261818373474
0.07007007007007007,0.39086462399754546,0.27348897654922216,0.515796598,0.08,-2.383167133652705,-1.3035844113732935,0.07007232340706497,0.23808593413841297,-1.191377985923495
0.07107107107107107,0.38848233113628705,0.2721895335805588,0.515796598,0.08,-2.376694235379091,-1.2912558007247696,0.07107332198251486,0.2369265929512523,-1.1334593035897598
0.07207207207207207,0.38610647738016995,0.2709038798510745,0.515796598,0.08,-2.3702542860434335,-1.2763959311994597,0.07207432055796473,0.23581675184196552,-1.0873964102256082
0.07307307307307308,0.3837370773103742,0.26963418637095027,0.515796598,0.08,-2.3632867558108615,-1.2589081388631769,0.0730753191334146,0.23474962843608202,-1.04433809602952
0.07407407407407407,0.38137517256373177,0.26838354323673375,0.515796598,0.08,-2.354910077250395,-1.2382423341516926,0.07407631770886448,0.2337259899491383,-1.0022550110972333
0.07507507507507508,0.37902254262118423,0.267155222739015,0.515796598,0.08,-2.344347017547733,-1.2149554772111628,0.07507731628431435,0.2327431167593904,-0.964592594701557
0.07607607607607608,0.37668178514121375,0.26595119993901367,0.515796598,0.08,-2.330847860656206,-1.1886527257778141,0.07607831485976423,0.23179487832276677,-0.9318037129498578
0.07707707707707707,0.3743561805377884,0.2647755376023227,0.515796598,0.08,-2.3137452974518737,-1.1600865420249988,0.07707931343521411,0.23087764838086694,-0.9008232692826397
0.07807807807807808,0.37204966242359244,0.26362870435938407,0.515796598,0.08,-2.292866850807769,-1.1306911980169616,0.07808031201066398,0.22999143270419875,-0.870457687248603
0.07907907907907907,0.3697658565121472,0.2625118915602467,0.515796598,0.08,-2.268030844403995,-1.0994537359884475,0.07908131058611385,0.22913499457101644,-0.8430709850243971
0.08008008008008008,0.3675090601324934,0.2614275957788266,0.515796598,0.08,-2.239108469793564,-1.0672095712282896,0.08008230916156374,0.22830360699417362,-0.8190979725234229
