Q_exp,V_fit,dqdv_fit,dvdq_fit,V_fit_anode,dqdv_fit_anode,dvdq_fit_anode,V_fit_cathode,dqdv_fit_cathode,dvdq_fit_cathode,dqdv_fit_si,dqdv_fit_gr,SoCs,Q_si,Q_gr,x_si,x_gr
0.834260289210234,3.771941610783881,-2.6411162777197106,-0.3786277826674791,0.10784252671768244,18.982680662702496,0.05267959872310435,3.8798172591945423,-3.0679723012988203,-0.3259481839443765,0.2199200742775881,2.255651638687752,0.47892720306513425,0.28869619820153514,0.5498906989994811,0.8491064652986327,0.3740753054418239
0.827586206896552,3.7693974768613163,-2.677739255887904,-0.3734493557582823,0.10818863703497765,19.67104489446627,0.05083614039645212,3.877629275092657,-3.0996870319716643,-0.3226132153619119,0.21604012569886683,2.441110427570003,0.47509578544061315,0.2881475206350196,0.5441002309865216,0.8474927077500575,0.3701362115554569
0.8209121245828701,3.7669690184599127,-2.722535714562898,-0.367304639807287,0.10852109588871406,20.47111256630654,0.04884932349235882,3.875518116906288,-3.14015797120755,-0.3184553163150099,0.21229652737010898,2.7209646427212455,0.47126436781609204,0.2876188868611685,0.537636111056317,0.8459379025328484,0.36573885105871906
0.8142380422691882,3.76452393812039,-2.757205533874762,-0.36268605575975243,0.108840685846889,21.219339920794884,0.04712681938894825,3.8733577713731666,-3.1689771197985652,-0.31555923637074557,0.20851286529920585,2.8083841960647815,0.46743295019157094,0.28710640434481394,0.5307229771197086,0.8444306010141586,0.36103603885694463
0.8075639599555062,3.7620917563753804,-2.789002146326769,-0.3585511762036617,0.10915015243228178,21.800923931680952,0.04586961557839331,3.8712114748355657,-3.1981418987435526,-0.312681560625208,0.20591161754717413,2.6898761508687294,0.46360153256704983,0.28660913467908533,0.5240350510204894,0.8429680431737804,0.35648642926563906
0.8008898776418247,3.7596952312931275,-2.827303130729685,-0.3536939457007975,0.10945296102702327,22.1947905588875,0.045055617774215406,3.8691164471221593,-3.2400382892103394,-0.3086383279265874,0.2061658823299908,2.5367735565227436,0.45977011494252895,0.2861208605235734,0.5178204898471491,0.8415319427163923,0.3522588366307137
0.7942157953281428,3.757478627760392,-2.8604390667521757,-0.34959667962283447,0.10975156223571958,22.311589629906994,0.04481975585726872,3.8672156225783696,-3.28108830434064,-0.3047769237655302,0.2083712269171827,2.4634548904683005,0.45593869731800785,0.2856358175222996,0.5120342567574947,0.8401053456538223,0.3483226236445542
0.7875417130144609,3.7551561837854357,-2.8840953908186693,-0.3467291696326811,0.11005122250676436,22.278891594832295,0.04488553641654036,3.865215524647951,-3.312973639181901,-0.3018436332161514,0.21093056522703282,2.5383245645919925,0.45210727969348674,0.28514847091643664,0.5063244808655349,0.8386719732836371,0.34443842235750677
0.7808676307007789,3.752757094148331,-2.913564346315105,-0.343222212086971,0.1103507017651951,22.45668734545009,0.04453016531855525,3.863121512446884,-3.347929785272787,-0.29869204676839445,0.21251632634506967,2.6825552858299218,0.44827586206896564,0.28465957191600644,0.5002625709408031,0.8372340350470777,0.3403146741093898
0.774193548387097,3.7504428742796265,-2.9412924970029146,-0.3399865878755577,0.11064561848432015,23.01435734305621,0.043451137265916984,3.8610992613987127,-3.37227807988696,-0.29653545060955366,0.2100492080289936,2.7610847204053455,0.4444444444444445,0.2841748676294559,0.49402763384408865,0.835808434204282,0.3360732203021011
0.767519466073415,3.7482421542507605,-2.9607671294826594,-0.33775030465659484,0.11093069469866673,23.943450302485697,0.04176507509847838,3.859179771065859,-3.3785469683492253,-0.29598522955819817,0.20356329013599847,2.7830438628937233,0.44061302681992337,0.2837059088674727,0.48773122543890385,0.8344291437278608,0.3317899492781659
0.7608453837597335,3.7460083593981826,-2.9837963589731165,-0.33514351507022866,0.11120310558240887,24.93359374847622,0.04010653298067446,3.8572169975679813,-3.3894056023686803,-0.2950369820894707,0.1980014606466827,2.7578296623837253,0.43678160919540254,0.28325643852184756,0.4814806817625973,0.8331071721230809,0.3275378787500662
0.7541713014460516,3.7437653987464343,-3.0303721852144165,-0.3299924692020113,0.11146604330352552,25.621651186369196,0.03902949082891283,3.8552420836607935,-3.4368633617631565,-0.29096297837310203,0.19651075253729186,2.8525922312209007,0.43295019157088144,0.2828198761445927,0.4753911419317307,0.831823165131155,0.32339533464743586
0.7474972191323692,3.741602368600346,-3.090348639547656,-0.3235880855651203,0.11172407765131537,25.83940620362756,0.03870057973157337,3.8533271055517773,-3.5101574464411875,-0.28488750583363753,0.19896484749670998,3.012169117965926,0.42911877394636005,0.28239088580114813,0.4688776878589516,0.8305614288269062,0.3189644135094909
0.7408231368186877,3.739433469826321,-3.1289918414039777,-0.3195917569255471,0.11198262501295703,25.703252525444874,0.03890558204686556,3.8514070727659564,-3.562697736831077,-0.2806861748786673,0.20315892282597092,3.0154008917059407,0.42528735632183917,0.28196045688258237,0.4623808960622612,0.8292954614193598,0.3145448272532389
0.7341490545050062,3.737260902421975,-3.1509960044458576,-0.317359970812106,0.11224339576540031,25.445250506103644,0.03930006504593564,3.8494902589753,-3.5963473311423018,-0.278059905766213,0.20746843497161943,2.979670621704209,0.42145593869731834,0.2815240884334169,0.4560125592554698,0.8280120248041674,0.310212625343857
0.7274749721913238,3.735197157220352,-3.1776077121010275,-0.3147021566544481,0.11250720875105624,25.136141751907036,0.03978335298511482,3.8476879367341787,-3.637437623955343,-0.27491880366943633,0.2122079486588866,2.887768203608164,0.41762452107279696,0.28108145776629073,0.44975715456621757,0.826710169900855,0.30595724800422963
0.7208008898776423,3.7331573076120272,-3.2172597959618794,-0.31082351548207043,0.11277443051047417,24.857438568395988,0.04022940647116435,3.845929302646803,-3.6955719533400964,-0.2705941090109718,0.21780079192135388,2.8602027085525847,0.41379310344827613,0.28063250943088347,0.44386422434216904,0.8253897336202454,0.3019484519334483
0.71412680756396,3.731114419495387,-3.2503863891596345,-0.3076557308186807,0.11304419749149446,24.56070874923121,0.04071543741714301,3.844166354430474,-3.7461560683016475,-0.2669402934014329,0.22347615698303155,2.937782389193922,0.40996168582375475,0.280177659266106,0.4378880600933324,0.8240519390179587,0.2978830340770969
0.7074527252502785,3.7290290402819926,-3.275886764830619,-0.305260856613188,0.11331790687199336,24.28563032486976,0.0411766129444846,3.8423596901446286,-3.7866704431425693,-0.2640842436687194,0.22838230924535,3.0382926936739856,0.40613026819923387,0.2797145725575247,0.4317968778281604,0.8226899192868372,0.29373937267221795
