sto_original_raw,p_original_raw,sto_reconstructed_raw,p_reconstructed_raw
1.0,0.0373,0.0,1.0
0.9994906156366183,0.037781590795397696,0.001001001001001001,0.7643280420103103
0.9989812312732366,0.0382631815907954,0.002002002002002002,0.7402385583791063
0.9984535414127563,0.038744772386193095,0.0030030030030030025,0.7209317071313752
0.9979243362170085,0.0392263631815908,0.004004004004004004,0.7048456704198417
0.9973777880817909,0.039707953976988494,0.005005005005005005,0.6909412968630816
0.996828109498149,0.04018954477238619,0.006006006006006005,0.678578865025314
0.996262142887844,0.04067113556778389,0.007007007007007006,0.6674158311600847
0.9956913287289645,0.04115272636318159,0.008008008008008008,0.6572732511864976
0.9951053740146073,0.04163431715857929,0.009009009009009009,0.6478719348600721
0.9945127495717858,0.04211590795397699,0.01001001001001001,0.6390872644677911
0.9939062289623811,0.042597498749374685,0.01101101101101101,0.6308424049717214
0.9932911094135067,0.04307908954477239,0.01201201201201201,0.6230469265794133
0.9926634386276137,0.043560680340170084,0.013013013013013011,0.615615889401172
0.9920251314451225,0.04404227113556779,0.014014014014014012,0.608500214713873
0.9913757191438219,0.04452386193096548,0.015015015015015015,0.60168122522922
0.9907135216867433,0.04500545272636318,0.016016016016016016,0.5950939953184895
0.9900417702336168,0.04548704352176088,0.017017017017017015,0.5887095651719778
0.9893549736003001,0.04596863431715858,0.018018018018018018,0.5825108225372669
0.9886602806843922,0.04645022511255628,0.019019019019019017,0.5764724007234966
0.9879481701940971,0.04693181590795398,0.02002002002002002,0.5705673814625508
0.9872299290508254,0.047413406703351674,0.02102102102102102,0.5647791607545274
0.9864917842437219,0.04789499749874937,0.02202202202202202,0.5591011138696345
0.985749159327764,0.04837658829414707,0.02302302302302302,0.5535098700805683
0.9849828433854927,0.048858179089544776,0.02402402402402402,0.5479935901797732
0.9842141971665833,0.04933976988494247,0.025025025025025023,0.5425447859513509
0.9834196628932466,0.04982136068034017,0.026026026026026022,0.5371533450857634
0.9826249551351175,0.050302951475737864,0.027027027027027025,0.5318087386002159
0.9818021134364182,0.05078454227113557,0.028028028028028024,0.5265044049926164
0.9809792717377188,0.05126613306653326,0.029029029029029027,0.5212383256132898
0.9801294416923462,0.051747723861930967,0.030030030030030026,0.516003382604331
