Q_exp,V_fit,dqdv_fit,dvdq_fit,V_fit_anode,dqdv_fit_anode,dvdq_fit_anode,V_fit_cathode,dqdv_fit_cathode,dvdq_fit_cathode,dqdv_fit_si,dqdv_fit_gr,SoCs,Q_si,x_si,x_gr
5.489148580968281,,,,,,,,,,,,2.218623481781376,,,
5.479131886477463,,,,,,,,,,,,2.214574898785425,,,
5.469115191986645,,,,,,,,,,,,2.2105263157894735,,,
5.459098497495827,,,,,,,,,,,,2.2064777327935223,,,
5.449081803005009,,,,,,,,,,,,2.2024291497975708,,,
5.439065108514191,,,,,,,,,,,,2.198380566801619,,,
5.429048414023372,,,,,,,,,,,,2.1943319838056676,,,
5.419031719532555,,,,,,,,,,,,2.1902834008097165,,,
5.409015025041736,,,,,,,,,,,,2.186234817813765,,,
5.398998330550919,,,,,,,,,,,,2.182186234817814,,,
5.3889816360601,,,,,,,,,,,,2.178137651821862,,,
5.378964941569283,,,,,,,,,,,,2.174089068825911,,,
5.368948247078464,,,,,,,,,,,,2.170040485829959,,,
5.358931552587647,,,,,,,,,,,,2.165991902834008,,,
5.348914858096828,,,,,,,,,,,,2.1619433198380564,,,
5.338898163606011,,,,,,,,,,,,2.1578947368421053,,,
5.328881469115192,,,,,,,,,,,,2.1538461538461537,,,
5.318864774624374,,,,,,,,,,,,2.149797570850202,,,
5.308848080133556,,,,,,,,,,,,2.1457489878542506,,,
5.298831385642738,,,,,,,,,,,,2.1417004048582995,,,
5.28881469115192,,,,,,,,,,,,2.137651821862348,,,
5.278797996661102,,,,,,,,,,,,2.1336032388663964,,,
5.268781302170284,,,,,,,,,,,,2.1295546558704452,,,
5.258764607679466,,,,,,,,,,,,2.1255060728744937,,,
5.248747913188648,,,,,,,,,,,,2.1214574898785425,,,
5.23873121869783,,,,,,,,,,,,2.117408906882591,,,
5.228714524207012,,,,,,,,,,,,2.1133603238866394,,,
5.218697829716194,,,,,,,,,,,,2.1093117408906883,,,
5.208681135225376,,,,,,,,,,,,2.1052631578947367,,,
5.198664440734557,,,,,,,,,,,,2.101214574898785,,,
5.18864774624374,,,,,,,,,,,,2.097165991902834,,,
5.178631051752921,,,,,,,,,,,,2.093117408906882,,,
5.168614357262104,,,,,,,,,,,,2.0890688259109313,,,
5.158597662771285,,,,,,,,,,,,2.0850202429149793,,,
5.148580968280468,,,,,,,,,,,,2.080971659919028,,,
5.138564273789649,,,,,,,,,,,,2.0769230769230766,,,
5.128547579298832,,,,,,,,,,,,2.0728744939271255,,,
5.118530884808013,,,,,,,,,,,,2.068825910931174,,,
5.108514190317196,,,,,,,,,,,,2.064777327935223,,,
5.098497495826377,,,,,,,,,,,,2.060728744939271,,,
5.088480801335559,,,,,,,,,,,,2.0566801619433197,,,
5.078464106844741,,,,,,,,,,,,2.052631578947368,,,
5.068447412353923,,,,,,,,,,,,2.048582995951417,,,
5.058430717863105,,,,,,,,,,,,2.0445344129554655,,,
5.048414023372287,,,,,,,,,,,,2.040485829959514,,,
5.038397328881469,,,,,,,,,,,,2.0364372469635628,,,
5.028380634390651,,,,,,,,,,,,2.032388663967611,,,
5.018363939899833,,,,,,,,,,,,2.0283400809716596,,,
5.008347245409015,,,,,,,,,,,,2.0242914979757085,,,
4.9983305509181974,,,,,,,,,,,,2.020242914979757,,,
4.9883138564273795,,,,,,,,,,,,2.016194331983806,,,
4.9782971619365615,,,,,,,,,,,,2.0121457489878543,,,
4.968280467445743,,,,,,,,,,,,2.0080971659919022,,,
4.9582637729549255,,,,,,,,,,,,2.0040485829959516,,,
4.948247078464107,,,,,,,,,,,,1.9999999999999996,,,
4.9382303839732895,,,,,,,,,,,,1.9959514170040487,,,
4.928213689482471,,,,,,,,,,,,1.9919028340080969,,,
4.9181969949916535,,,,,,,,,,,,1.9878542510121457,,,
4.908180300500835,,,,,,,,,,,,1.983805668016194,,,
4.8981636060100175,,,,,,,,,,,,1.979757085020243,,,
4.888146911519199,,,,,,,,,,,,1.9757085020242913,,,
4.878130217028381,,,,,,,,,,,,1.97165991902834,,,
4.868113522537563,,,,,,,,,,,,1.9676113360323884,,,
4.858096828046745,,,,,,,,,,,,1.963562753036437,,,
4.848080133555927,,,,,,,,,,,,1.9595141700404857,,,
4.838063439065109,,,,,,,,,,,,1.9554655870445343,,,
4.828046744574291,,,,,,,,,,,,1.9514170040485828,,,
4.818030050083473,,,,,,,,,,,,1.9473684210526314,,,
4.808013355592655,,,,,,,,,,,,1.94331983805668,,,
4.797996661101837,,,,,,,,,,,,1.9392712550607287,,,
4.787979966611019,,,,,,,,,,,,1.9352226720647772,,,
4.777963272120201,,,,,,,,,,,,1.9311740890688258,,,
4.767946577629383,,,,,,,,,,,,1.9271255060728745,,,
4.757929883138565,,,,,,,,,,,,1.9230769230769231,,,
4.747913188647747,,,,,,,,,,,,1.9190283400809716,,,
4.737896494156928,,,,,,,,,,,,1.9149797570850198,,,
4.727879799666111,,,,,,,,,,,,1.9109311740890689,,,
4.717863105175292,,,,,,,,,,,,1.906882591093117,,,
4.707846410684475,,,,,,,,,,,,1.902834008097166,,,
4.697829716193656,,,,,,,,,,,,1.8987854251012142,,,
4.687813021702839,,,,,,,,,,,,1.8947368421052633,,,
4.67779632721202,,,,,,,,,,,,1.8906882591093115,,,
4.667779632721203,,,,,,,,,,,,1.8866396761133604,,,
4.657762938230384,,,,,,,,,,,,1.8825910931174086,,,
4.647746243739566,,,,,,,,,,,,1.8785425101214572,,,
4.637729549248748,,,,,,,,,,,,1.8744939271255059,,,
4.62771285475793,,,,,,,,,,,,1.8704453441295545,,,
4.617696160267112,,,,,,,,,,,,1.866396761133603,,,
4.607679465776294,,,,,,,,,,,,1.8623481781376516,,,
4.597662771285476,,,,,,,,,,,,1.8582995951417003,,,
4.587646076794658,,,,,,,,,,,,1.854251012145749,,,
4.57762938230384,,,,,,,,,,,,1.8502024291497974,,,
4.567612687813022,,,,,,,,,,,,1.846153846153846,,,
4.557595993322204,,,,,,,,,,,,1.8421052631578947,,,
4.547579298831386,,,,,,,,,,,,1.8380566801619433,,,
4.537562604340568,,,,,,,,,,,,1.8340080971659918,,,
4.52754590984975,,,,,,,,,,,,1.8299595141700404,,,
4.517529215358932,,,,,,,,,,,,1.825910931174089,,,
4.507512520868113,,,,,,,,,,,,1.8218623481781373,,,
4.497495826377296,,,,,,,,,,,,1.8178137651821862,,,
4.487479131886477,,,,,,,,,,,,1.8137651821862346,,,
4.47746243739566,,,,,,,,,,,,1.8097165991902835,,,
4.467445742904841,,,,,,,,,,,,1.8056680161943317,,,
4.457429048414023,,,,,,,,,,,,1.8016194331983804,,,
4.447412353923205,,,,,,,,,,,,1.797570850202429,,,
4.437395659432387,,,,,,,,,,,,1.7935222672064774,,,
4.427378964941569,,,,,,,,,,,,1.789473684210526,,,
4.417362270450751,,,,,,,,,,,,1.7854251012145748,,,
4.407345575959933,,,,,,,,,,,,1.7813765182186234,,,
4.397328881469115,,,,,,,,,,,,1.7773279352226719,,,
4.387312186978297,,,,,,,,,,,,1.7732793522267205,,,
4.377295492487479,,,,,,,,,,,,1.7692307692307692,,,
4.367278797996661,,,,,,,,,,,,1.7651821862348176,,,
4.357262103505843,,,,,,,,,,,,1.7611336032388663,,,
4.347245409015025,,,,,,,,,,,,1.757085020242915,,,
