crate_c,crate_label,n_segments,Cn_Si,Cn_Gr,Cn,Cp,LLI,rmse_v_global,rmse_dvdq_global,si_scale_a,si_shift_b
0.3333333333333333,C/3,1,1.4835075610932713,1.4513965351014548,2.9349040961947264,2.7999999999999994,2.621096051712792,0.04001394928066748,1.2142954038364122,1.0630937920284604,2.667204178026842e-19
0.2,C/5,1,1.4532339683696238,1.3502811210151615,2.8035150893847853,2.7650515877279136,2.591176317198007,0.03935100548042986,1.0582870741728383,1.0915182891976822,1.2049074107071686e-43
0.1,C/10,1,1.4696100035064397,1.2202688841743643,2.6898788876808037,2.7300675278084405,2.5908430521800168,0.03572531896989332,0.8748284462604601,1.097637350373118,3.266087380707384e-14
0.05,C/20,1,1.3120840633678248,1.386754636810045,2.6988387001778698,2.7189722863849237,2.459158392520134,0.026368694913758123,0.779534724824378,1.0904503630974804,6.97830908969782e-21
0.01,C/100,1,1.2969706856998808,1.3650367379939168,2.6620074236937974,2.703824107286146,2.4268594221205064,0.017071716113141698,0.668266757233699,1.0911417139051178,2.9289229898961087e-21
