,0.13,0.241111,0.352222,0.463333,0.574444,0.685556,0.796667,0.907778,1.018889,1.13
0.55,0.0,0.0,0.0,20.79262587122393,26.37544110153979,30.163296617129,34.745611705977176,83.2629660879187,83.77630085118571,83.30271292500419
0.595711,0.0,0.0,0.0,19.37648979875701,24.20316716131918,27.999235311424886,72.79787812721963,77.01703630956546,77.54373236284012,77.02226375020544
0.641422,0.0,0.0,0.0,17.7965642787746,23.267208384474237,64.1881496548465,67.68152707180316,71.66008994473047,72.07915192774502,71.65051004424863
0.687133,0.0,0.0,0.0,51.841049135708225,56.22066192270878,60.44815083034776,63.991498481944795,67.83661564371656,67.7016086858044,67.0071310523087
0.732844,0.0,0.0,0.0,48.684379282032474,53.010988357924916,56.846091835980374,60.300379187374006,64.04324441196731,63.98241774010408,63.58708360420265
0.778556,0.0,0.0,0.0,45.89954410516799,50.099581337385224,53.54098145916435,56.935447983813546,60.11071275563404,60.49961013801289,60.00061893337878
0.824267,0.0,0.0,0.0,43.431528187833514,47.2254195541261,50.61540029068513,53.69512063090392,56.807267994612566,57.07836696440036,56.687534833267094
0.869978,0.0,0.0,0.0,40.861155350280946,44.67169881443829,48.01314543939784,50.78059536743113,53.85197251174647,53.99512602951735,53.72508719056791
0.915689,0.0,0.0,0.0,39.102680836080154,42.5641302801355,45.403777143751604,48.424797734161835,51.20444557557708,51.43845004938462,51.06723508561163
0.9614,0.0,0.0,0.0,37.51375065093439,40.9394774859326,43.719807638257386,46.47309742006657,49.018691200473874,49.33836063679605,48.87357498347657
