timestamp_local,M,alpha,delta,U_low,U_high,x_si_U_low,x_si_U_high,den,X_sum,U0,omega,X_opt,note
2026-06-20T16:15:20,4,0.39999999999999997,-0.0019999999999999996,0.03,1.0,0.9810664682256477,0.0003011676677380525,0.9807653005579097,0.9999999999995011,"[0.10282436,0.23605068,0.39923667,0.52244679]","[0.91924706,1.16726285,0.9836949 ,3.48301406]","[0.41475399,0.49878651,0.02356123,0.06289827]",MSMR-Si OCP identification
