timestamp_local,M,alpha,delta,U_low,U_high,x_si_U_low,x_si_U_high,den,X_sum,U0,omega,X_opt,note
2026-05-12T21:37:24,4,0.39999999999999997,-0.0019999999999999996,0.03,1.0,0.9817285575053611,0.0005447102300741277,0.9811838472752871,0.9999999999995002,"[0.10289671,0.23588637,0.40123005,0.5293684 ]","[0.90980928,1.17124766,1.00180332,3.80832171]","[0.40931124,0.49983394,0.0234441 ,0.06741072]",MSMR-Si OCP identification
