crate_label,case_name,segment_global_id,file,segment_id,I_mean_A,R_used_ohm,Ah_throughput,Cn_Si,Cn_Gr,x100,Cp,y100,Cn,LLI,x0,y0,alpha,R,Un0,Un100,x0_si,x0_gr,x100_si,x100_gr,lli_theta,si_scale_a,si_shift_b,success,cost,nfev,message,Qcc_max_meas,rmse_v_global,rmse_v_weighted,rmse_dvdq_global,rmse_dvdq_weighted,flag_bad_qmax,flag_peak_missing,flag_fit_suspect,feature_definition,dvdq_sg_window_used,dvdq_sg_poly_used,crate_c,transition_soc,transition_reason,transition_n_candidates,transition_n_valid,q_fit_min,dataset,kinetic_compensation,mean_absolute_error_6metrics_vs_C100_standard
C/10,deformation_enabled,0,GMFEB23S_CELL076_C10C5C3Expansion_1_P25C_15P0PSI_20260206_R0_36_1_2_2818579691.xlsx,0,0.2499477913054036,0.02,2.3852601047223616,1.2896912082733307,1.1803420938196405,0.9730863528396472,2.777272007613498,0.0267014371593707,2.470033302092971,2.4777128513118907,0.0074070226455065,0.885551451916121,0.5221351498299707,,0.673161377226901,0.0569114897138614,0.007822790404729,0.0069527373780739,0.9791518721961278,0.9664589123470776,2.4777128513118907,0.9273340994572706,0.0312092690378969,True,0.1427719470619397,22,DE -> LSQ polish | Both `ftol` and `xtol` termination conditions are satisfied.,2.3852601047223616,0.0083334280846279,0.0035188943942323,0.5297918025554921,0.1335260412032031,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,0.1,0.547896400041095,success,3,2,0.01,BOL,True,3.3660511499924497
C/10,deformation_disabled,0,GMFEB23S_CELL076_C10C5C3Expansion_1_P25C_15P0PSI_20260206_R0_36_1_2_2818579691.xlsx,0,0.2499477913054036,0.02,2.3852601047223616,1.3235892813259678,1.2109296976714576,0.9441197790640268,2.6897535837437303,0.0224730206925333,2.5345189789974256,2.4533363864299207,0.0030101939758557,0.9092680487346338,0.522225042421871,,0.7824010196553314,0.063931097620257,0.0024466528053003,0.0036261645432367,0.9536421177418044,0.933711523794296,2.4533363864299207,1.0,0.0,True,0.0436785735229892,8,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.3852601047223616,0.0118568560882618,0.0027216220421353,0.3929459812445822,0.035913557889839,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,0.1,0.5093071229732411,success,3,2,0.1,BOL,True,3.673703272343863
C/100,deformation_enabled,4,GMFEB23S_CELL076_C100Expansion_1_P25C_15P0PSI_20260124_R0_36_1_2_2818579684.xlsx,0,0.0249907556966445,0.0,2.34403792206734,1.2340146703649035,1.2803556034105257,0.9329663875255856,2.72815891859656,0.0191251760501185,2.5143702737754294,2.39799947083684,0.0007099309028815,0.8783265613100277,0.4907847834646804,,0.9339846189611332,0.0679159693778578,0.0003444173440643,0.0010622151375083,0.9682228981526112,0.8989859439490236,2.39799947083684,0.9614576180845672,0.0313715339952733,True,0.0621553348924601,19,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.34403792206734,0.0031855783748702,0.0031855783748702,0.0502078161843988,0.0502078161843988,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,0.01,0.5541101294295357,success,2,1,0.0,BOL,True,0.0606797085359681
C/100,deformation_disabled,4,GMFEB23S_CELL076_C100Expansion_1_P25C_15P0PSI_20260124_R0_36_1_2_2818579684.xlsx,0,0.0249907556966445,0.0,2.34403792206734,1.2799970749906069,1.2009053642821534,0.9289555125922676,2.659474205897073,0.0172488675995017,2.48090243927276,2.350520915627842,-0.0158772567102046,0.8986403535066446,0.5159401090217071,,1.0,0.0667975243248215,0.0,3.2655830539958612e-06,0.9458212285663066,0.9109790193926582,2.350520915627842,1.0,0.0,True,0.0562032419811124,9,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.34403792206734,0.0529882007903562,0.0032581889181446,1.6268764601893644,0.042776394835309,False,False,True,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,0.01,0.5176942012760792,success,3,2,0.1,BOL,True,3.2942886493151975
C/20,deformation_enabled,3,GMFEB23S_CELL076_C20Expansion_1_P25C_15P0PSI_20260124_R0_36_1_2_2818579686.xlsx,0,0.1249443744045486,0.0,2.3513615394447167,1.2412917843977165,1.278069236704617,0.93451680796105,2.740211842932972,0.0191640923534012,2.519361021102333,2.4068988923678956,0.0012001773751363,0.8772588945888184,0.4927010356993598,,0.8856756882623228,0.0676125231738142,0.0005581210832801,0.001823757989796,0.967755488212477,0.9022352066472424,2.4068988923678956,0.9472398071696466,0.0296079201315169,True,0.0514863935792466,24,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.3513615394447167,0.0032144562983538,0.0027767132751958,0.1763243063928591,0.0568416444018857,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,0.05,0.5486892693375144,success,3,2,0.01,BOL,True,0.4476320930867834
C/20,deformation_disabled,3,GMFEB23S_CELL076_C20Expansion_1_P25C_15P0PSI_20260124_R0_36_1_2_2818579686.xlsx,0,0.1249443744045486,0.0,2.3513615394447167,1.2754790503204845,1.2415439348852333,0.924320929097325,2.6790722889883205,0.0174631376244605,2.5170229852057178,2.3733220323331534,-0.0098626493861819,0.8951406639493082,0.5067411214825434,,1.0,0.0674372295472924,0.0,3.2655830539958612e-06,0.943988421450498,0.9041158652538702,2.3733220323331534,1.0,0.0,True,0.0460759771603884,8,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.3513615394447167,0.0401162377755847,0.0029357623054221,0.9329049263111586,0.0373557839268841,False,False,True,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,0.05,0.5137892317179061,success,3,2,0.1,BOL,True,2.286893079040654
C/3,deformation_enabled,2,GMFEB23S_CELL076_C10C5C3Expansion_1_P25C_15P0PSI_20260206_R0_36_1_2_2818579691.xlsx,2,0.8328128435291489,0.02,2.2903260186111103,1.2455837459444252,1.1370577113193072,0.971038038390265,2.7999999999999994,0.0349031485267567,2.382641457263732,2.411364302723616,0.0097830364558315,0.8528767266021534,0.5227743109006739,,0.5901036695563757,0.057253243158309,0.0085195538964388,0.011167111620704,0.9761066680006838,0.965485833504434,2.411364302723616,0.8114648755233985,0.0344825435802501,True,0.2135416690952902,29,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.2903260186111103,0.0116217900993199,0.0044792598848456,0.8342311512300278,0.1758164413815305,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,0.3333333333333333,0.533213789822229,success,3,2,0.01,BOL,True,3.835478274602572
C/3,deformation_disabled,2,GMFEB23S_CELL076_C10C5C3Expansion_1_P25C_15P0PSI_20260206_R0_36_1_2_2818579691.xlsx,2,0.8328128435291489,0.02,2.2903260186111103,1.1190603364565013,1.2293515349122568,0.9881744088694407,2.7999999999999994,0.0402182765155411,2.348411871368758,2.433251687015315,0.012908508311628,0.8581918545909378,0.4765179183855273,,0.6230932272992145,0.0467445588381261,0.0167602110049403,0.0094023608920324,0.98822506029474,0.9881283016336928,2.433251687015315,1.0,0.0,True,2.5427491454232776,9,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.2903260186111103,0.0128496718244763,0.0128496718244763,0.7916258167148076,0.7916258167148076,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,0.3333333333333333,0.4579875881235454,success,3,2,0.0,BOL,True,5.6631908006671265
C/5,deformation_enabled,1,GMFEB23S_CELL076_C10C5C3Expansion_1_P25C_15P0PSI_20260206_R0_36_1_2_2818579691.xlsx,1,0.4999265060575556,0.02,2.337221397222276,1.205406300929193,1.184530227918345,0.9792951313823496,2.7999999999999994,0.0307572785313938,2.389936528847538,2.426573586901129,0.0013522575817143,0.8654792061107783,0.5043674952784029,,0.8577721046004974,0.0539021815899252,0.0004429568026224,0.0022775838103943,0.9834009212650504,0.9751169813628298,2.426573586901129,0.7663273716498229,0.0600066449271606,True,0.2142189588623442,19,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.337221397222276,0.0056858753808933,0.0056858753808933,0.071293106538353,0.071293106538353,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,0.2,0.5532234742401146,success,3,1,0.0,BOL,True,3.1715184164582184
C/5,deformation_disabled,1,GMFEB23S_CELL076_C10C5C3Expansion_1_P25C_15P0PSI_20260206_R0_36_1_2_2818579691.xlsx,1,0.4999265060575556,0.02,2.337221397222276,1.3196470423520816,1.2664713182431837,0.9232027073311148,2.7219717115420403,0.0263324175571406,2.5861183605952656,2.459187567667303,0.0194461612910871,0.8849825597726902,0.5102809919528698,,0.5653926844045999,0.0676242968147808,0.0259918381853282,0.0126256490305646,0.9434465388925924,0.9021088917340624,2.459187567667303,1.0,0.0,True,0.0477743688548708,8,DE -> LSQ polish | `ftol` termination condition is satisfied.,2.337221397222276,0.0152534127779975,0.0028473567951898,0.7541190631987523,0.0327359919026667,False,False,False,"dV/dQ valleys | R1=first_valley, R2=last_valley",31,3,0.2,0.5098220376302713,success,3,2,0.1,BOL,True,3.0747525903490693
