case_name,n_rows,primary_mean,primary_std,primary_min,primary_max,rmse_v_mean,rmse_dvdq_mean,case_display
deformation_enabled,55,4.632629547327812,2.4644972655389044,0.0606797085359681,10.452575562387418,0.018893668862344778,0.7065333039282253,Enable Si OCP deformation
deformation_disabled,55,5.349547598275202,1.8212356503364517,2.286893079040654,10.844128065006744,0.016292431442873394,0.66276418482314,Disable Si OCP deformation
