crate_label,deformation_enabled_primary_mean,deformation_disabled_primary_mean,delta_primary_mean_(disabled-enabled)
C/10,4.78476551375434,5.393105634677853,0.6083401209235131
C/100,2.707565477318875,4.811083728397719,2.103518251078844
C/20,3.049026319709734,4.390063041708748,1.3410367219990142
C/3,7.430883212448453,7.966258883197054,0.5353756707486008
C/5,5.190907213407658,4.18722670339464,-1.0036805100130177
