crate_c,crate_label,reference_crate_c,reference_crate_label,mean_absolute_error_percentage_5params_vs_C100
0.3333333333333333,C/3,0.01,C/100,10.860658043266787
0.2,C/5,0.01,C/100,3.2805992065401925
0.1,C/10,0.01,C/100,2.7106643725037665
0.05,C/20,0.01,C/100,1.222178644012208
0.01,C/100,0.01,C/100,0.0
