sto_full,U_full
-0.08,8414.047262293554
-0.07939969984992497,8350.918170510058
-0.07879939969984992,8287.789072960797
-0.07819909954977489,8224.659969645772
-0.07759879939969985,8161.530860564983
-0.07699849924962482,8098.401745718429
-0.07639819909954977,8035.27262510611
-0.07579789894947474,7972.143498728029
-0.0751975987993997,7909.014366584183
-0.07459729864932467,7845.885228674572
-0.07399699849924962,7782.756084999196
-0.07339669834917459,7719.626935558057
-0.07279639819909955,7656.497780351155
-0.0721960980490245,7593.368619378485
-0.07159579789894947,7530.239452640052
-0.07099549774887444,7467.110280135857
-0.0703951975987994,7403.981101865897
-0.06979489744872436,7340.851917830169
-0.06919459729864932,7277.72272802868
-0.06859429714857429,7214.593532461427
-0.06799399699849926,7151.464331128409
-0.06739369684842421,7088.335124029625
-0.06679339669834918,7025.205911165078
-0.06619309654827414,6962.076692534767
-0.0655927963981991,6898.94746813869
-0.06499249624812406,6835.818237976851
-0.06439219609804903,6772.6890020492465
-0.06379189594797399,6709.559760355879
-0.06319159579789894,6646.430512896744
-0.06259129564782391,6583.301259671848
-0.06199099549774888,6520.172000681187
-0.061390695347673836,6457.042735924761
-0.060790395197598796,6393.91346540257
-0.06019009504752376,6330.784189114616
-0.05958979489744873,6267.654907060897
-0.05898949474737369,6204.525619241414
-0.058389194597298646,6141.396325656166
-0.05778889444722361,6078.267026305155
-0.05718859429714857,6015.137721188378
-0.05658829414707353,5952.008410305838
-0.0559879939969985,5888.879093657532
-0.055387693846923464,5825.749771243464
-0.05478739369684842,5762.620443063631
-0.05418709354677338,5699.491109118033
-0.05358679339669835,5636.361769406671
-0.052986493246623315,5573.232423929545
-0.052386193096548274,5510.103072686654
-0.05178589294647323,5446.973715677998
-0.0511855927963982,5383.8443529035785
-0.05058529264632316,5320.714984363395
-0.04998499249624812,5257.5856100574465
-0.049384692346173084,5194.456229985735
-0.04878439219609805,5131.326844148258
-0.04818409204602301,5068.197452545017
-0.04758379189594797,5005.0680551760115
-0.046983491745872935,4941.938652041243
-0.046383191595797894,4878.8092431407085
-0.04578289144572286,4815.67982847441
-0.04518259129564782,4752.550408042347
-0.044582291145572786,4689.420981844521
-0.043981990995497745,4626.29154988093
-0.04338169084542271,4563.162112151574
-0.04278139069534767,4500.032668656453
-0.04218109054527264,4436.90321939557
-0.041580790395197596,4373.773764368922
-0.040980490245122556,4310.644303576507
-0.04038019009504752,4247.514837018331
-0.03977988994497248,4184.385364694389
-0.03917958979489745,4121.255886604684
-0.038579289644822407,4058.1264027492134
-0.03797898949474737,3994.996913127979
-0.03737868934467233,3931.8674177409803
-0.0367783891945973,3868.7379165882176
-0.03617808904452226,3805.6084096696895
-0.035577788894447224,3742.478896985398
-0.03497748874437218,3679.3493785353417
-0.03437718859429714,3616.2198543195213
-0.03377688844422211,3553.0903243379366
-0.03317658829414707,3489.9607885905875
-0.032576288144072034,3426.8312470774745
-0.03197598799399699,3363.7016997985966
-0.03137568784392196,3300.5721467539547
-0.03077538769384692,3237.442587943548
-0.030175087543771885,3174.313023367378
-0.029574787393696844,3111.1834530254423
-0.02897448724362181,3048.0538769177433
-0.02837418709354677,2984.9242950442795
-0.02777388694347173,2921.794707405051
-0.027173586793396695,2858.665114000059
-0.026573286643321654,2795.5355148293024
-0.02597298649324662,2732.405909892782
-0.02537268634317158,2669.276299190496
-0.024772386193096546,2606.1466827224467
-0.024172086043021505,2543.0170604886325
-0.02357178589294647,2479.887432489055
-0.02297148574287143,2416.757798723712
-0.022371185592796397,2353.6281591926054
-0.021770885442721356,2290.498513895734
-0.021170585292646316,2227.3688628330983
-0.020570285142571282,2164.2392060046986
-0.01996998499249624,2101.109543410534
-0.019369684842421207,2037.979875050606
-0.018769384692346167,1974.8502009249128
-0.018169084542271133,1911.7205210334562
