crate_c,crate_label,n_segments,Cn_Si,Cn_Gr,Cn,Cp,LLI,rmse_v_global,rmse_dvdq_global,si_scale_a,si_shift_b
0.3333333333333333,C/3,1,1.1367242967381659,1.1983269655403899,2.3350512622785558,2.7999999999999994,2.3927716474519545,0.006602107208843565,0.0706479479476512,0.6684298939303602,0.06883574305909863
0.2,C/5,1,1.2054088497151427,1.1845266874206204,2.389935537135763,2.799999999999999,2.426573577374958,0.005685873055055277,0.0712934589189051,0.7663287424171484,0.06000616760191705
0.1,C/10,1,1.097170001256068,1.365800328930711,2.4629703301867787,2.739423870173807,2.4568436331230474,0.005804482501856903,0.07238164763373824,0.7705219021865153,0.0730236509152448
0.05,C/20,1,1.2504634137187722,1.2382067128387935,2.4886701265575657,2.7418121420086283,2.406799505794889,0.0030519302237066366,0.04717534866035736,0.9345685447708137,0.0320727584481333
0.01,C/100,1,1.2340264749391163,1.2802767364256458,2.514303211364762,2.7280484377526637,2.3979885074613256,0.003185597478393745,0.050205721972909144,0.9614540009186532,0.03136080413665024
