crate_c,crate_label,reference_crate_c,reference_crate_label,mean_absolute_error_percentage_5params_vs_C100
0.3333333333333333,C/3,0.01,C/100,4.854038186236169
0.2,C/5,0.01,C/100,3.7147649847326143
0.1,C/10,0.01,C/100,4.536658698480686
0.05,C/20,0.01,C/100,1.3018870956897084
0.01,C/100,0.01,C/100,0.0
