sto_full,U_full
-0.08,7964.572799226313
-0.07939969984992497,7904.816156600865
-0.07879939969984992,7845.059508209652
-0.07819909954977489,7785.302854052676
-0.07759879939969985,7725.546194129935
-0.07699849924962482,7665.789528441431
-0.07639819909954977,7606.032856987161
-0.07579789894947474,7546.276179767127
-0.0751975987993997,7486.5194967813295
-0.07459729864932467,7426.762808029768
-0.07399699849924962,7367.006113512441
-0.07339669834917459,7307.24941322935
-0.07279639819909955,7247.492707180495
-0.0721960980490245,7187.735995365874
-0.07159579789894947,7127.97927778549
-0.07099549774887444,7068.222554439343
-0.0703951975987994,7008.465825327431
-0.06979489744872436,6948.709090449753
-0.06919459729864932,6888.952349806312
-0.06859429714857429,6829.195603397107
-0.06799399699849926,6769.438851222138
-0.06739369684842421,6709.682093281403
-0.06679339669834918,6649.925329574904
-0.06619309654827414,6590.168560102641
-0.0655927963981991,6530.411784864613
-0.06499249624812406,6470.655003860823
-0.06439219609804903,6410.898217091267
-0.06379189594797399,6351.141424555947
-0.06319159579789894,6291.384626254861
-0.06259129564782391,6231.627822188013
-0.06199099549774888,6171.871012355401
-0.061390695347673836,6112.114196757023
-0.060790395197598796,6052.357375392881
-0.06019009504752376,5992.600548262975
-0.05958979489744873,5932.843715367306
-0.05898949474737369,5873.08687670587
-0.058389194597298646,5813.330032278671
-0.05778889444722361,5753.573182085708
-0.05718859429714857,5693.81632612698
-0.05658829414707353,5634.059464402488
-0.0559879939969985,5574.302596912232
-0.055387693846923464,5514.5457236562115
-0.05478739369684842,5454.788844634427
-0.05418709354677338,5395.031959846877
-0.05358679339669835,5335.275069293564
-0.052986493246623315,5275.518172974486
-0.052386193096548274,5215.761270889643
-0.05178589294647323,5156.004363039036
-0.0511855927963982,5096.247449422665
-0.05058529264632316,5036.490530040531
-0.04998499249624812,4976.733604892631
-0.049384692346173084,4916.9766739789675
-0.04878439219609805,4857.219737299539
-0.04818409204602301,4797.462794854347
-0.04758379189594797,4737.705846643389
-0.046983491745872935,4677.948892666669
-0.046383191595797894,4618.191932924183
-0.04578289144572286,4558.434967415934
-0.04518259129564782,4498.677996141919
-0.044582291145572786,4438.921019102141
-0.043981990995497745,4379.164036296598
-0.04338169084542271,4319.407047725292
-0.04278139069534767,4259.650053388219
-0.04218109054527264,4199.893053285384
-0.041580790395197596,4140.136047416784
-0.040980490245122556,4080.3790357824196
-0.04038019009504752,4020.622018382291
-0.03977988994497248,3960.864995216398
-0.03917958979489745,3901.107966284741
-0.038579289644822407,3841.350931587319
-0.03797898949474737,3781.5938911241333
-0.03737868934467233,3721.836844895183
-0.0367783891945973,3662.079792900469
-0.03617808904452226,3602.322735139989
-0.035577788894447224,3542.565671613746
-0.03497748874437218,3482.8086023217384
-0.03437718859429714,3423.0515272639664
-0.03377688844422211,3363.29444644043
-0.03317658829414707,3303.5373598511296
-0.032576288144072034,3243.780267496065
-0.03197598799399699,3184.0231693752357
-0.03137568784392196,3124.266065488642
-0.03077538769384692,3064.508955836284
-0.030175087543771885,3004.7518404181624
-0.029574787393696844,2944.994719234275
-0.02897448724362181,2885.237592284625
-0.02837418709354677,2825.4804595692094
-0.02777388694347173,2765.7233210880295
-0.027173586793396695,2705.966176841086
-0.026573286643321654,2646.209026828378
-0.02597298649324662,2586.451871049906
-0.02537268634317158,2526.6947095056685
-0.024772386193096546,2466.937542195668
-0.024172086043021505,2407.180369119902
-0.02357178589294647,2347.423190278373
-0.02297148574287143,2287.6660056710784
-0.022371185592796397,2227.9088152980203
-0.021770885442721356,2168.1516191591977
-0.021170585292646316,2108.3944172546103
-0.020570285142571282,2048.637209584259
-0.01996998499249624,1988.879996148143
-0.019369684842421207,1929.1227769462635
-0.018769384692346167,1869.3655519786187
-0.018169084542271133,1809.6083212452104
-0.017568784392196092,1749.8510847460373
-0.01696848424212105,1690.0938424810995
-0.016368184092046018,1630.3365944503983
-0.015767883941970984,1570.5793406539328
-0.015167583791895936,1510.8220810917014
-0.014567283641820902,1451.0648157637072
-0.013966983491745869,1391.3075446699488
-0.013366683341670835,1331.5502678104258
-0.012766383191595787,1271.7929851851372
-0.012166083041520753,1212.0356967940859
-0.01156578289144572,1152.27840263727
-0.010965482741370686,1092.52110271469
-0.010365182591295638,1032.763797026344
-0.009764882441220604,973.0064855722351
-0.00916458229114557,913.2491683523621
-0.008564282141070523,853.4918453667233
-0.007963981990995489,793.7345166153215
-0.007363681840920455,733.9771820981554
-0.006763381690845421,674.219841815225
-0.006163081540770374,614.462495766529
-0.00556278139069534,554.7051439520698
