Q_meas_native,dVdQ_meas_native
2.7784748453996144e-05,14.260014417029428
0.0028095874450071263,13.677002714432547
0.0055913901415602565,12.540851359006524
0.008373192838113386,11.464444103116534
0.011154995534666517,10.447780946762236
0.013936798231219648,9.490861889943744
0.016718600927772775,8.59368693266083
0.019500403624325906,7.756256074913949
0.022282206320879037,6.978569316702874
0.02506400901743217,6.260626658027604
0.0278458117139853,5.602428098888026
0.030627614410538427,5.0039736392841405
0.033409417107091555,4.46526327921606
0.03619121980364469,3.986297018684013
0.03897302250019782,3.5670748576673077
0.04175482519675095,2.8681730687754907
0.04453662789330408,2.691198883587049
0.047318430589857206,3.0543387555560457
0.05010023328641034,3.079703509616138
0.05288203598296347,3.0376083260666746
0.0556638386795166,2.962694312562803
0.05844564137606973,2.875497693609873
0.06122744407262286,2.787534583638376
0.06400924676917599,2.6995144108501563
0.06679104946572911,2.6133033815335693
0.06957285216228225,2.529622479086129
0.07235465485883538,2.4527188639159476
0.07513645755538852,2.376341011373711
0.07791826025194164,2.2979974832181824
0.08070006294849477,2.226347065267305
0.0834818656450479,2.1557532544677542
0.08626366834160103,2.0866838697703542
0.08904547103815416,2.0212126904311845
0.0918272737347073,1.9574512008847478
0.09460907643126042,1.897409180879663
0.09739087912781355,1.8415024000831863
0.10017268182436669,1.7873324653596683
0.1029544845209198,1.7335368766023294
0.10573628721747294,1.6849033244823204
0.10851808991402608,1.6373075361530027
0.11129989261057921,1.5898341307490682
0.11408169530713233,1.543540404654891
0.11686349800368546,1.499182601198413
0.1196453007002386,1.4566528309720752
0.12242710339679172,1.4142928158432824
0.12520890609334484,1.3734480057611336
0.127990708789898,1.3323097691816201
0.1307725114864511,1.2913325432045895
0.13355431418300423,1.251818064671511
0.13633611687955738,1.2126266022978598
0.1391179195761105,1.174621039068711
0.14189972227266365,1.1394007317976502
0.14468152496921677,1.1044802455663785
0.1474633276657699,1.0686542902807332
0.15024513036232304,1.0328931713181646
0.15302693305887616,1.0011641832354599
0.15580873575542928,0.9722409276730559
0.15859053845198243,0.9401253088743715
0.16137234114853555,0.9103884647599898
0.16415414384508867,0.8837434484574942
0.16693594654164182,0.8550444028807078
0.16971774923819494,0.8270088054242706
0.17249955193474806,0.8014452127868026
0.1752813546313012,0.7755838972219635
0.17806315732785433,0.7485461311655399
0.18084496002440745,0.7254091306903092
0.1836267627209606,0.7029821526937212
0.18640856541751372,0.6806294342485444
0.18919036811406684,0.6576460450628474
0.19197217081061999,0.6351571676119647
0.1947539735071731,0.6160531626881038
0.19753577620372623,0.5976934469391608
0.20031757890027937,0.5788226214224323
0.2030993815968325,0.558794163565608
0.20588118429338562,0.5394242514049665
0.20866298698993876,0.5212103158731907
0.21144478968649189,0.5035194496655322
0.214226592383045,0.4885197085219488
0.21700839507959815,0.47369243441994513
0.21979019777615127,0.46123398863107923
0.22257200047270442,0.45086145713071346
0.22535380316925754,0.43734735390444257
0.22813560586581066,0.42764715151042765
0.2309174085623638,0.4160923073382037
0.23369921125891693,0.40332719527407335
0.23648101395547005,0.39586606511977607
0.2392628166520232,0.3876896980757465
0.24204461934857632,0.3783967705874147
0.24482642204512944,0.37206447549237964
0.2476082247416826,0.3658846729722427
0.2503900274382357,0.35905930309456835
0.25317183013478883,0.3535345911408285
0.255953632831342,0.34918152273417036
0.2587354355278951,0.3442549907706507
0.2615172382244482,0.339779557778229
0.26429904092100137,0.3383375754397093
0.26708084361755446,0.3355015616151604
0.2698626463141076,0.33276565051232865
0.27264444901066076,0.32971460746500725
0.2754262517072139,0.3315149361776548
0.278208054403767,0.33331762005616383
0.28098985710032015,0.3295285018083405
0.2837716597968733,0.3285705501659777
0.2865534624934264,0.3285437783164298
0.28933526518997954,0.3262012885428476
0.2921170678865327,0.32552000278224114
0.2948988705830858,0.3249759971497497
0.29768067327963893,0.32521469425387295
0.3004624759761921,0.32596343517593596
0.30324427867274517,0.32666447053509273
0.3060260813692983,0.32626533646134703
0.30880788406585147,0.32549998530441826
0.31158968676240456,0.32745123254971986
0.3143714894589577,0.32582494668247364
0.31715329215551086,0.32541165888471824
0.31993509485206395,0.3272045321591577
0.3227168975486171,0.3277001299678659
0.32549870024517025,0.3290880505091991
0.32828050294172334,0.3305407147826145
0.3310623056382765,0.33122155642411144
0.33384410833482964,0.3308699165343114
0.33662591103138273,0.3310251095916783
0.3394077137279359,0.33165511076185794
0.342189516424489,0.33276699575799285
0.3449713191210421,0.3335580628130401
0.34775312181759527,0.330903728676617
0.3505349245141484,0.33125017940142243
0.3533167272107015,0.33340838273727513
0.35609852990725466,0.33141153808026047
0.3588803326038078,0.3313246541068793
0.3616621353003609,0.33083946443991863
0.36444393799691405,0.32914984971557715
0.3672257406934672,0.3290106225065301
0.3700075433900203,0.32635254392801016
0.37278934608657344,0.3241618220278042
0.3755711487831266,0.32596641627765166
0.3783529514796797,0.32640441892112904
0.3811347541762328,0.3255870330054904
0.383916556872786,0.32412526757241267
0.38669835956933907,0.32288865000043643
0.3894801622658922,0.3230520451887742
0.39226196496244536,0.3230045340275183
0.39504376765899846,0.3223034478836553
0.3978255703555516,0.3213956592036311
0.40060737305210475,0.32056497336350276
0.40338917574865785,0.3172589569592219
0.406170978445211,0.31536969510909785
0.40895278114176414,0.3156312538341126
0.41173458383831724,0.3155900980501656
0.4145163865348704,0.3149935501969594
0.41729818923142353,0.31288894267504475
0.4200799919279766,0.3120382116460405
0.4228617946245298,0.3110989974001086
0.4256435973210829,0.31021538129368764
0.428425400017636,0.3096079239334131
0.43120720271418916,0.30992712757063146
0.4339890054107423,0.3123371005744957
0.4367708081072954,0.3106669327457894
0.43955261080384855,0.3087899893450867
0.4423344135004017,0.3112778917900414
