crate_c,crate_label,reference_crate_c,reference_crate_label,mean_absolute_error_percentage_5params_vs_C100
0.3333333333333333,C/3,0.01,C/100,11.314788600380698
0.2,C/5,0.01,C/100,3.319048994732095
0.1,C/10,0.01,C/100,2.6692433571635967
0.05,C/20,0.01,C/100,1.2638565014615266
0.01,C/100,0.01,C/100,0.0
