crate_c,crate_label,reference_crate_c,reference_crate_label,mean_absolute_error_percentage_5params_vs_C100
0.3333333333333333,C/3,0.01,C/100,14.959040903891415
0.2,C/5,0.01,C/100,7.437070039315087
0.1,C/10,0.01,C/100,2.418327062300068
0.05,C/20,0.01,C/100,1.350279946277521
0.01,C/100,0.01,C/100,0.0
