Q_model_native,V_model_native
5.152038194451734,4.261344599402112
5.142027070981211,4.261344599402112
5.132015947510688,4.261344599402112
5.122004824040165,4.261344599402112
5.111993700569643,4.261344599402112
5.10198257709912,4.261344599402112
5.091971453628597,4.261344599402112
5.081960330158074,4.261344599402112
5.071949206687552,4.261344599402112
5.061938083217029,4.261344599402112
5.051926959746506,4.261344599402112
5.041915836275983,4.261344599402112
5.03190471280546,4.261344599402112
5.021893589334938,4.261344599402112
5.0118824658644145,4.261344599402112
5.001871342393892,4.261344599402112
4.991860218923369,4.261344599402112
4.981849095452846,4.261344599402112
4.971837971982323,4.261344599402112
4.961826848511801,4.261344599402112
4.951815725041278,4.261344599402112
4.941804601570755,4.261344599402112
4.931793478100232,4.261344599402112
4.921782354629709,4.261344599402112
4.911771231159187,4.261344599402112
4.901760107688664,4.261344599402112
4.891748984218141,4.261344599402112
4.881737860747618,4.261344599402112
4.871726737277095,4.261344599402112
4.861715613806572,4.261344599402112
4.85170449033605,4.261344599402112
4.8416933668655275,4.261344599402112
4.831682243395004,4.261344599402112
4.821671119924481,4.261344599402112
4.811659996453958,4.261344599402112
4.801648872983436,4.261344599402112
4.791637749512914,4.261344599402112
4.7816266260423905,4.261344599402112
4.771615502571867,4.261344599402112
4.761604379101344,4.261344599402112
4.751593255630822,4.261344599402112
4.741582132160299,4.261344599402112
4.731571008689777,4.261344599402112
4.7215598852192535,4.261344599402112
4.71154876174873,4.261344599402112
4.701537638278207,4.261344599402112
4.691526514807685,4.261344599402112
4.681515391337163,4.261344599402112
4.67150426786664,4.261344599402112
4.6614931443961165,4.261344599402112
4.651482020925593,4.261344599402112
4.641470897455071,4.261344599402112
4.631459773984548,4.261344599402112
4.621448650514026,4.261344599402112
4.611437527043503,4.261344599402112
4.6014264035729795,4.261344599402112
4.591415280102456,4.261344599402112
4.581404156631934,4.261344599402112
4.571393033161412,4.261344599402112
4.561381909690889,4.261344599402112
4.551370786220366,4.261344599402112
4.5413596627498425,4.261344599402112
4.53134853927932,4.261344599402112
4.521337415808797,4.261344599402112
4.511326292338275,4.261344599402112
4.501315168867752,4.261344599402112
4.491304045397229,4.261344599402112
4.481292921926706,4.261344599402112
4.471281798456183,4.261344599402112
4.461270674985661,4.261344599402112
4.451259551515138,4.261344599402112
4.441248428044615,4.261344599402112
4.431237304574092,4.261344599402112
4.421226181103569,4.261344599402112
4.411215057633047,4.261344599402112
4.401203934162524,4.261344599402112
4.391192810692001,4.261344599402112
4.381181687221478,4.261344599402112
4.3711705637509555,4.261344599402112
4.361159440280432,4.261344599402112
4.35114831680991,4.261344599402112
4.341137193339387,4.261344599402112
4.331126069868864,4.261344599402112
4.321114946398341,4.261344599402112
4.3111038229278185,4.261344599402112
4.301092699457296,4.261344599402112
4.291081575986773,4.261344599402112
4.28107045251625,4.261344599402112
4.271059329045727,4.261344599402112
4.261048205575205,4.261344599402112
4.2510370821046815,4.261344599402112
4.241025958634159,4.261344599402112
4.231014835163636,4.261344599402112
4.221003711693113,4.261344599402112
4.210992588222591,4.261344599402112
4.200981464752068,4.261344599402112
4.190970341281545,4.261344599402112
4.180959217811022,4.261344599402112
4.170948094340499,4.261344599402112
4.160936970869976,4.261344599402112
4.150925847399454,4.261344599402112
4.140914723928931,4.261344599402112
4.130903600458408,4.261344599402112
4.120892476987885,4.261344599402112
4.110881353517362,4.261344599402112
4.10087023004684,4.261344599402112
4.090859106576317,4.261344599402112
4.080847983105794,4.261344599402112
4.070836859635271,4.261344599402112
4.060825736164748,4.261344599402112
4.050814612694225,4.261344599402112
4.040803489223703,4.261344599402112
4.03079236575318,4.261344599402112
