crate_c,crate_label,reference_crate_c,reference_crate_label,mean_absolute_error_percentage_5params_vs_C100
0.3333333333333333,C/3,0.01,C/100,8.269101800016731
0.2,C/5,0.01,C/100,4.958177093540125
0.1,C/10,0.01,C/100,6.059160700901858
0.05,C/20,0.01,C/100,1.3462977327689623
0.01,C/100,0.01,C/100,0.0
