Q_plot,y_meas_plot,y_model_plot
0.0,12.868291786872167,4.669746816562394
0.002933714545766383,12.357438171313959,4.621943445550073
0.005867429091532766,11.36172603461506,4.526171458051692
0.008801143637299148,10.418004086751182,4.430068979605721
0.011734858183065532,9.526272327722268,4.333636010212274
0.014668572728831916,8.686530757528317,4.23687254987118
0.017602287274598297,7.898779376169273,4.139778598582666
0.02053600182036468,7.163018183645022,4.042354156346391
0.023469716366131065,6.479247179955962,3.9445992231626406
0.02640343091189745,5.847466365101809,3.8465137990312996
0.029337145457663832,5.267675739082279,3.748097883952255
0.03227086000343021,4.739875301897996,3.6493514779258476
0.03520457454919659,4.26406505354862,3.55027458095185
0.03813828909496298,3.840244994034265,3.4508671930302626
0.04107200364072936,3.4684151233354896,3.3511293141420992
0.04400571818649575,2.876020348582415,3.227394678372093
0.04693943273226213,2.728077950276088,3.1065189095943424
0.04987314727802851,3.0050089480441784,3.0174983532584747
0.0528068618237949,2.9903866710290004,2.934799246154853
0.05574057636956128,2.9409033182231497,2.839983494064313
0.058674290915327665,2.8741582355598894,2.7338815910347876
0.061608005461094045,2.799519159109309,2.633146837907816
0.06454172000686043,2.7237464727149927,2.532416394097595
0.0674754345526268,2.647347504305685,2.4291174317504556
0.07040914909839319,2.5747401269613874,2.3299098208249234
0.07334286364415958,2.5041532732570886,2.2373288320585516
0.07627657818992596,2.434846403884194,2.1489519512789457
0.07921029273569234,2.366591262993552,2.065165064580242
0.08214400728145872,2.2963922934669654,1.990862221506518
0.0850777218272251,2.2287755101484663,1.9246362272532451
0.0880114363729915,2.1646439476932073,1.8647064146840648
0.09094515091875788,2.099221545741102,1.8137542664916282
0.09387886546452426,2.0347868025062326,1.7719155500229817
0.09681258001029064,1.971304886275675,1.735169384063397
0.09974629455605702,1.9092930416567242,1.703388326406639
0.10268000910182341,1.8502688511431415,1.6795720189711574
0.1056137236475898,1.7946144803620427,1.6545801861848304
0.10854743819335617,1.741254671043862,1.6260410828078875
0.11148115273912255,1.6876768441901504,1.601627184316726
0.11441486728488894,1.635627888617023,1.5762488667187426
0.11734858183065533,1.5861862815288532,1.5450558370574754
0.12028229637642171,1.5377796095287977,1.5118584004159175
0.12321601092218809,1.490028716597294,1.4787187644417372
0.12614972546795447,1.443305110535107,1.441743918754355
0.12908344001372085,1.400552009515991,1.4005944554402276
0.13201715455948723,1.3583435002244642,1.3591311138867468
0.1349508691052536,1.3152067054825238,1.3157793177393842
0.13788458365102,1.275087379905699,1.2693780658790956
0.14081829819678637,1.2344184216832446,1.2219608626801346
