sto_norm,U_norm
0.0,1.0
0.001001001001001001,0.441836884528569
0.002002002002002002,0.42883802795862436
0.0030030030030030025,0.41849371860447143
0.004004004004004004,0.4098499214252125
0.005005005005005005,0.4024313487442431
0.006006006006006006,0.39585933665538464
0.007007007007007005,0.3899282546649481
0.008008008008008008,0.3845041835993396
0.009009009009009009,0.37949675192454224
0.01001001001001001,0.3748352064086176
0.01101101101101101,0.3704467645927977
0.012012012012012012,0.3662892891654524
0.013013013013013013,0.36232845505057226
0.014014014014014012,0.35854476361200427
0.015015015015015013,0.3549051191941647
0.016016016016016016,0.35138898853865763
0.017017017017017015,0.347979971767323
0.018018018018018018,0.344666168546556
0.01901901901901902,0.341436210378542
0.02002002002002002,0.33827518070291474
0.02102102102102102,0.3351741628375966
0.02202202202202202,0.332125005554232
0.02302302302302302,0.32912280271432454
0.024024024024024024,0.32615846935325143
0.025025025025025023,0.3232260524144673
0.026026026026026026,0.32032103099619447
0.02702702702702703,0.3174398333233343
0.028028028028028024,0.3145795319757922
0.02902902902902903,0.3117369416363124
0.030030030030030026,0.3089111580183692
0.031031031031031032,0.30610211851818875
0.03203203203203203,0.303312817030503
0.03303303303303303,0.30054532373520415
0.03403403403403403,0.29780452959056497
0.03503503503503503,0.29509642180546536
0.036036036036036036,0.29243034884517527
0.037037037037037035,0.2898169508930192
0.03803803803803804,0.2872637643803783
0.039039039039039033,0.2847799831545283
0.04004004004004004,0.282374288702815
0.04104104104104104,0.2800583799833698
0.04204204204204204,0.2778328546743432
0.043043043043043044,0.2756984634590941
0.04404404404404404,0.2736544067247949
0.04504504504504504,0.2717025408164872
0.04604604604604604,0.2698376512775513
0.04704704704704705,0.2680513465298301
0.04804804804804805,0.2663390569552202
0.04904904904904905,0.26469380431701384
0.050050050050050046,0.26311295216604513
0.051051051051051045,0.26158684748732836
0.05205205205205205,0.26010908584196685
0.05305305305305305,0.25867432189980705
0.05405405405405406,0.25727876730564725
0.05505505505505505,0.25591737112896285
