Q_plot,y_meas_plot,y_model_plot
0.0,12.868291786872167,8.390948497140343
0.002933714545766383,12.357438171313959,8.126364191855657
0.005867429091532766,11.36172603461506,7.610119948428405
0.008801143637299148,10.418004086751182,7.119724439286017
0.011734858183065532,9.526272327722268,6.655177664428379
0.014668572728831916,8.686530757528317,6.216479623855378
0.017602287274598297,7.898779376169273,5.803630317567126
0.02053600182036468,7.163018183645022,5.416629745563512
0.023469716366131065,6.479247179955962,5.055477907844704
0.02640343091189745,5.847466365101809,4.72017480441059
0.029337145457663832,5.267675739082279,4.410720435261169
0.03227086000343021,4.739875301897996,4.127114800396271
0.03520457454919659,4.26406505354862,3.8693578998163503
0.03813828909496298,3.840244994034265,3.63744973352118
0.04107200364072936,3.4684151233354896,3.431390301491433
0.04400571818649575,2.876020348582415,3.2070299473286923
0.04693943273226213,2.728077950276088,3.05836599956001
0.04987314727802851,3.0050089480441784,3.0567989062313927
0.0528068618237949,2.9903866710290004,3.10774688946924
0.05574057636956128,2.9409033182231497,3.0982234404680185
0.058674290915327665,2.8741582355598894,3.02396032007357
0.061608005461094045,2.799519159109309,2.968120876736293
0.06454172000686043,2.7237464727149927,2.9035965550018545
0.0674754345526268,2.647347504305685,2.817005898995717
0.07040914909839319,2.5747401269613874,2.7308590038712737
0.07334286364415958,2.5041532732570886,2.646340093432741
0.07627657818992596,2.434846403884194,2.5537363399650985
0.07921029273569234,2.366591262993552,2.45699214485785
0.08214400728145872,2.2963922934669654,2.3659599445493313
0.0850777218272251,2.2287755101484663,2.2742352306928524
0.0880114363729915,2.1646439476932073,2.1803601009244176
0.09094515091875788,2.099221545741102,2.091784773301697
0.09387886546452426,2.0347868025062326,2.0093458324220137
0.09681258001029064,1.971304886275675,1.9315751716477507
0.09974629455605702,1.9092930416567242,1.859268946096904
0.10268000910182341,1.8502688511431415,1.7960712949108029
0.1056137236475898,1.7946144803620427,1.7402374746441183
0.10854743819335617,1.741254671043862,1.690234597536687
0.11148115273912255,1.6876768441901504,1.6488979751821944
0.11441486728488894,1.635627888617023,1.6143896408157161
0.11734858183065533,1.5861862815288532,1.583065871785152
0.12028229637642171,1.5377796095287977,1.5566050501382733
0.12321601092218809,1.490028716597294,1.535735622385232
0.12614972546795447,1.443305110535107,1.5133810691505687
0.12908344001372085,1.400552009515991,1.4891909014924067
0.13201715455948723,1.3583435002244642,1.4694680951123473
0.1349508691052536,1.3152067054825238,1.447043947324687
0.13788458365102,1.275087379905699,1.4182074746064472
0.14081829819678637,1.2344184216832446,1.388725958388477
0.14375201274255278,1.1937253107271317,1.3580473027925564
0.14668572728831916,1.1553298515802908,1.322906366849793
0.14961944183408554,1.1220510554604743,1.2840251112679653
0.15255315637985192,1.0877113727618735,1.2445712392046744
0.1554868709256183,1.052829090040973,1.2038736273782433
0.15842058547138468,1.021523279492385,1.1613184146691538
0.16135430001715106,0.9887570990833865,1.1182384266542158
0.16428801456291744,0.9572441140091996,1.0759751800493405
0.16722172910868383,0.9246615554910704,1.0345313921451407
0.1701554436544502,0.8932530128840881,0.9937456942511744
0.17308915820021661,0.8656746594980405,0.9546769271289577
0.176022872745983,0.8375624793150109,0.9169247039834545
0.17895658729174937,0.8104726417832353,0.8807599131299639
0.18189030183751576,0.7854036017096178,0.847799859427596
0.18482401638328214,0.761508277963344,0.8169461578838764
