crate_c,crate_label,case_name,q_fit_min,dataset,kinetic_compensation,Cn_Si,Cn_Gr,Cn,Cp,LLI,transition_soc,rmse_v_global,rmse_dvdq_global,si_scale_a,si_shift_b,mean_absolute_error_6metrics_vs_C100_standard,transition_reason,transition_n_candidates,transition_n_valid
0.1,C/10,deformation_enabled,0.06,BOL,True,1.4053378453934555,1.2451231565312504,2.650461001924706,2.724360953661232,2.5395756114651915,0.535745791345365,0.0270450766610886,0.8014765218469315,1.0686039816821182,3.921720633117125e-17,5.048547128995267,success,3,2
0.2,C/5,deformation_enabled,0.06,BOL,True,1.34899279390287,1.4185085719002937,2.767501365803164,2.759286961344461,2.5195374976076437,0.530248768275916,0.0301059556146613,0.9556808291754678,1.056237295635087,1.7998441458712873e-09,6.522395134189302,success,3,2
0.3333333333333333,C/3,deformation_enabled,0.06,BOL,True,1.4022979027259728,1.5150940277603773,2.91739193048635,2.799999999999021,2.572486351389733,0.5383645430222803,0.0377812498735989,1.1850587725930155,1.0460193714786994,5.888958373078833e-18,9.974634788430102,success,3,2
0.05,C/20,deformation_enabled,0.06,BOL,True,1.2782405487155486,1.3748149767723823,2.653055525487931,2.720185261837986,2.4249924089682526,0.5296970758448696,0.0122286501994889,0.6678972079465274,1.055737380800965,0.0025953620597714,3.4500630954709224,success,3,2
0.01,C/100,deformation_enabled,0.06,BOL,True,1.2873517667404082,1.3599431187304964,2.6472948854709046,2.703861988325525,2.414521950405903,0.5345591292842653,0.0112853013870123,0.6238924337173087,1.080813659300114,4.921256203645797e-18,3.2872592429154444,success,3,2
