sto_norm,U_norm
0.0,1.0
0.0010010010010010008,0.8459872040243368
0.002002002002002002,0.8187442346844082
0.003003003003003003,0.7968274708546756
0.004004004004004004,0.7786768097459961
0.005005005005005004,0.7628328950770612
0.006006006006006006,0.7487389667923563
0.007007007007007007,0.7361270613968894
0.008008008008008008,0.7245510548677361
0.009009009009009009,0.7138244364509938
0.010010010010010008,0.7038704929567942
0.01101101101101101,0.6944925274144458
0.012012012012012012,0.6856038451362969
0.013013013013013013,0.6771755048537419
0.014014014014014014,0.6691036311258184
0.015015015015015015,0.6613402691287197
0.016016016016016016,0.6538714204371682
0.01701701701701702,0.6466360856527308
0.018018018018018018,0.6396033239496214
0.019019019019019017,0.6327656653602696
0.020020020020020016,0.6260839779663385
0.02102102102102102,0.6195371529775023
0.02202202202202202,0.6131200626120267
0.02302302302302302,0.6068060748939765
0.024024024024024024,0.600580964962397
0.025025025025025023,0.5944396871079247
0.026026026026026026,0.5883650737263064
0.027027027027027025,0.5823467693334191
0.028028028028028028,0.5763813961494497
0.029029029029029027,0.5704584268699874
0.03003003003003003,0.5645720838650763
0.031031031031031022,0.5587216776743595
0.03203203203203203,0.5529038955446363
0.03303303303303303,0.5471179141111272
0.03403403403403404,0.5413702432919248
0.03503503503503503,0.5356646659458115
0.036036036036036036,0.5300083212212733
0.037037037037037035,0.5244169352710475
0.038038038038038034,0.5189034460321774
0.039039039039039033,0.5134798370322718
0.04004004004004003,0.5081721191090391
0.04104104104104104,0.50299460033775
0.04204204204204204,0.49795809736964564
0.043043043043043044,0.4930877491429628
0.04404404404404404,0.48838847278371916
0.04504504504504504,0.48386153605718774
0.04604604604604604,0.4795190497024343
0.04704704704704705,0.47535541220535654
0.04804804804804805,0.47135900396802854
0.04904904904904904,0.4675310862315743
0.050050050050050046,0.46385860499331166
0.051051051051051045,0.4603260343915213
0.05205205205205205,0.45692932504380523
0.053053053053053044,0.4536535955945565
0.05405405405405405,0.45048363925060164
0.05505505505505505,0.4474137745130848
0.056056056056056056,0.44443315923853643
0.057057057057057055,0.4415265227155393
0.058058058058058054,0.43869068705217135
0.05905905905905905,0.4359161711628535
0.06006006006006006,0.4331909193564617
0.06106106106106106,0.4305121255055133
0.06206206206206206,0.4278725590857644
0.06306306306306306,0.42526419431777474
0.06406406406406406,0.4226831866250753
0.06506506506506506,0.42012464667812427
0.06606606606606606,0.41758348654973465
0.06706706706706705,0.41505729397620317
0.06806806806806807,0.41254264343636016
0.06906906906906907,0.41003664262403733
0.07007007007007006,0.40753827706526335
0.07107107107107107,0.40504687836304204
0.07207207207207207,0.4025618739192816
0.07307307307307308,0.4000841335206886
0.07407407407407407,0.3976155502017402
0.07507507507507506,0.39515759554058616
0.07607607607607607,0.39271380951788926
0.07707707707707707,0.39028894189729385
0.07807807807807807,0.3878852137283869
0.07907907907907907,0.3855075063390403
0.08008008008008007,0.38316204274547533
0.08108108108108109,0.3808510962926375
0.08208208208208208,0.37858124696500073
0.08308308308308307,0.3763567450236568
0.08408408408408408,0.3741780897143475
0.08508508508508507,0.3720492611706577
0.08608608608608609,0.3699753407151165
0.08708708708708708,0.36795605945379417
0.08808808808808807,0.3659914480165579
0.08908908908908908,0.36408482420995353
0.09009009009009009,0.36223135355187125
0.09109109109109109,0.3604325040015606
0.09209209209209208,0.35869119285460027
0.09309309309309308,0.357001909833749
0.0940940940940941,0.3553636537019169
0.09509509509509509,0.35377811179556584
0.0960960960960961,0.3522384922765603
0.09709709709709709,0.35074391907946817
0.09809809809809808,0.34929709157456146
0.0990990990990991,0.347891836831202
0.10010010010010009,0.34652636865820524
0.10110110110110108,0.34520419211489145
0.10210210210210209,0.3439173778882633
0.1031031031031031,0.342666334196194
0.1041041041041041,0.34145016178922943
0.1051051051051051,0.3402666426095135
0.10610610610610609,0.33911222155906967
0.10710710710710711,0.3379910631466233
0.1081081081081081,0.3368957883007786
0.1091091091091091,0.33582764561505507
0.1101101101101101,0.3347868926809398
0.11111111111111109,0.3337715105294525
0.11211211211211211,0.332778432668667
0.1131131131131131,0.33181000802940624
0.11411411411411411,0.330862852413838
0.1151151151151151,0.32993504128598855
0.11611611611611611,0.3290284213286854
0.11711711711711711,0.32814039943192846
0.1181181181181181,0.32727031374568605
0.1191191191191191,0.3264179839046275
0.12012012012012012,0.32558194590764056
0.12112112112112111,0.3247619338843096
0.12212212212212212,0.3239592956476729
0.12312312312312311,0.3231711038409401
0.1241241241241241,0.3223967981528708
0.1251251251251251,0.32163772221850134
0.12612612612612611,0.3208915992458745
0.12712712712712712,0.32015806776128786
0.12812812812812813,0.3194377338452119
0.1291291291291291,0.3187288646049262
0.1301301301301301,0.3180302829278141
0.13113113113113115,0.3173445496882026
0.13213213213213212,0.31666934096820687
0.13313313313313313,0.31600261397942764
0.1341341341341341,0.31534825684124
0.13513513513513511,0.31470306021309385
0.13613613613613615,0.3140648707765175
0.13713713713713713,0.31343968827633145
0.13813813813813813,0.31282082449456317
0.1391391391391391,0.31221097496473577
0.14014014014014012,0.31161073812365764
0.14114114114114115,0.31101710030479424
0.14214214214214213,0.31043307405505816
0.14314314314314314,0.30985575492322515
0.14414414414414414,0.30928621567044096
0.14514514514514512,0.3087237469520814
0.14614614614614616,0.30816771928160375
0.14714714714714713,0.3076193466638918
