crate_c,crate_label,reference_crate_c,reference_crate_label,mean_absolute_error_percentage_5params_vs_C100
0.3333333333333333,C/3,0.01,C/100,15.007480417047438
0.2,C/5,0.01,C/100,7.897092654185978
0.1,C/10,0.01,C/100,2.141485373777739
0.05,C/20,0.01,C/100,1.3970066742086904
0.01,C/100,0.01,C/100,0.0
